name,firstname,surname,role_raw,gender,type,n_mentions,n_docs
Božena PEŠTOVÁ,Božena,PEŠTOVÁ,obyvatelka,F,M2,1,1
Tomáš ZAAL,Tomáš,ZAAL,praktický lékař,M,?,1,1
Tomáš ZAVŘEL,Tomáš,ZAVŘEL,generální ředitel,M,M5,1,1
Tomáš TRNKA,Tomáš,TRNKA,stavební koordinátor,M,?,1,1
Tomáš TŘETINA,Tomáš,TŘETINA,starosta,M,M6,1,1
Tomáš VRBICKÝ,Tomáš,VRBICKÝ,provozovatel golfového hřiště v,M,M5,1,1
Tomáš VRŠKA,Tomáš,VRŠKA,ředitel,M,M5,1,1
Tomáš SLACH,Tomáš,SLACH,výzkumný pracovník,M,?,1,1
Tomáš SLAVKOVSKÝ,Tomáš,SLAVKOVSKÝ,marketingová ředitel,M,?,1,1
Brooklynu AIDS,Brooklynu,AIDS,skáče se vám,M,?,1,1
Broumov OKD,Broumov,OKD,další protože bohužel,M,?,1,1
Bruce SPALDING,Bruce,SPALDING,lesník,F?,?,1,1
Tony APPLETON,Tony,APPLETON,fanoušek monarchie neoficiální vyvolávač,M,?,1,1
Tomáš VYHNÁLEK,Tomáš,VYHNÁLEK,vedoucí fundraisingu,M,M5,1,1
Tomáš VYHNÁNEK,Tomáš,VYHNÁNEK,odborný as,M,?,1,1
Tomáš VĚTROVSKÝ,Tomáš,VĚTROVSKÝ,bioinformatik,M,?,1,1
Tomáš WEIGNER,Tomáš,WEIGNER,výrobní ředitel,M,?,1,1
Třeba ODS SPD,Třeba,ODS SPD,nebo českým,F?,?,1,1
Třetí KSČM,Třetí,KSČM,je na,M,?,1,1
Ukrajině AAA,Ukrajině,AAA,vlastně rozruch krajů a ten,M,?,1,1
Toya STILESOVÁ,Toya,STILESOVÁ,ředitelka agentury,F,M5,1,1
Tristan VANCLEEF,Tristan,VANCLEEF,účastník protestu,M,?,1,1
Trudy PAAPOVÁ,Trudy,PAAPOVÁ,vedkyně z univerzity v,F,?,1,1
Trump KLDR,Trump,KLDR,je světovým problémem,M,?,1,1
Trynes KAYUNIOVÁ,Trynes,KAYUNIOVÁ,učitelka v,F,?,1,1
Uri SCHOR,Uri,SCHOR,mluvčí,M,M1,1,1
Uri SCHOR,Uri,SCHOR,mluvčí izraelského úřadu pro vodu,M,M1,1,1
Uwe JORDEN,Uwe,JORDEN,ředitel jaderné elektrárny,F?,M5,1,1
Turbulence ČT,Turbulence,ČT,to jsou stránky našeho našeho,F?,?,1,1
Tužinská SYNKOVÁ,Tužinská,SYNKOVÁ,zastupitelka,F,M6,1,1
Tyler EDWARDS,Tyler,EDWARDS,obyvarel,M,?,1,1
Tím ÚS,Tím,ÚS,nenaznačuje jak má nakonec trestní,M,?,1,1
Třeba EIA,Třeba,EIA,když se na to zpracovává,F?,?,1,1
Uwe NEUMANN,Uwe,NEUMANN,mluvčí okresu,F?,M1,1,1
Uwe SCHNITZLER,Uwe,SCHNITZLER,obyvatel,F?,M2,1,1
Vagelis GAVALAS,Vagelis,GAVALAS,spolumajitel vinohrad,M,?,1,1
Valentin KIRILOV,Valentin,KIRILOV,ruský pop,M,?,1,1
Valentyn JERMOLENKO,Valentyn,JERMOLENKO,mluvčí ukrajinské armády,M,M1,1,1
Valerie MASSON DELMOTTEOVÁ,Valerie,MASSON DELMOTTEOVÁ,panel,F,?,1,1
Ulrike SCHARFOVÁ,Ulrike,SCHARFOVÁ,bavorská státní ministryně životního prostředí,F,?,1,1
University NASA,University,NASA,nechá do planetky narazit vesmírnou,M,?,1,1
Boris VORMAN,Boris,VORMAN,politolog,M,M3,1,1
Boris ŠŤASTNÝ,Boris,ŠŤASTNÝ,poslanec,M,M6,1,1
Borut PAHOR,Borut,PAHOR,slovinský prezident,M,?,1,1
Boobu TIORAM,Boobu,TIORAM,obyvatel ostrova,M,M2,1,1
Boris HEZZMANN,Boris,HEZZMANN,kapitán,M,?,1,1
Boris JOHNSON,Boris,JOHNSON,britský ministr zahraničí,M,M6,1,1
Boris JOHNSON,Boris,JOHNSON,britský premiér a lídr,M,M6,1,1
Boris JOHNSON,Boris,JOHNSON,britský premiér účastník summitu,M,M6,1,1
Valérie JULLIANDOVÁ,Valérie,JULLIANDOVÁ,koordinátorka,F,M5,1,1
Van JONES,Van,JONES,ekologický aktivista,M,M5,1,1
Vasilij ROGATYCH,Vasilij,ROGATYCH,škola námořní platby,M,?,1,1
Bo FRANK,Bo,FRANK,předseda městské rady autor zelené,M,M6,1,1
Bob KOPP,Bob,KOPP,spoluautor zpráv,M,?,1,1
Bob KOPP,Bob,KOPP,spoluautor zprávy,M,?,1,1
Bob SMITH,Bob,SMITH,geolog,M,M3,1,1
Bohdan LOJKA,Bohdan,LOJKA,agrolesník,M,?,1,1
Veronika FUXOVÁ,Veronika,FUXOVÁ,členka,F,M6,1,1
Vaso DIMITRAKOPOLUOVÁ,Vaso,DIMITRAKOPOLUOVÁ,postižená požárem,F,?,1,1
Vaso VLACHOUOVÁ,Vaso,VLACHOUOVÁ,protiamerická demonstrantka,F,?,1,1
Vedení EU,Vedení,EU,bude jednat s prezidentem,M,?,1,1
Vedení KDU ČSL,Vedení,KDU ČSL,schválilo koaliční smlouvu,M,?,1,1
Vedení ODS,Vedení,ODS,nyní usiluje o jejich propuštění,M,?,1,1
Valerij LUKIN,Valerij,LUKIN,vědec,M,M3,1,1
Valerio ROJAS,Valerio,ROJAS,rybář,M,?,1,1
Bohumil DOHNAL,Bohumil,DOHNAL,řidič,M,M2,1,1
Bohumil JANSKÝ,Bohumil,JANSKÝ,geograf a hydrolog,M,M3,1,1
Bohumil KARTOUS,Bohumil,KARTOUS,mluvčí organizace,M,M1,1,1
Bohumil SOBOTKA,Bohumil,SOBOTKA,premiér,M,M6,1,1
Veronika JONÁŠOVÁ,Veronika,JONÁŠOVÁ,moderátorka,F,M1,1,1
Veronika KORCHOVÁ,Veronika,KORCHOVÁ,starostka,F,M6,1,1
Veronika KREJČÍ,Veronika,KREJČÍ,mluvčí,F?,M1,1,1
Veronika FLEISSIGOVÁ,Veronika,FLEISSIGOVÁ,delegátka,F,?,1,1
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,premiér a předseda strany,M,M6,1,1
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,premiér v demisi,M,M6,1,1
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,předseda strany,M,M6,1,1
Bohuslav SOBOTKA,Bohuslav,SOBOTKA,český premiér,M,?,1,1
Bohuslav SVOBODA,Bohuslav,SVOBODA,místopředseda sněmovního zdravotnického výboru,M,M6,1,1
Bohuslav SVOBODA,Bohuslav,SVOBODA,tehdejší pražský primátor,M,M6,1,1
Bohumír JÁNSKÝ,Bohumír,JÁNSKÝ,hydrolog a geograf dokonce vyšla,M,M3,1,1
Bohumír DUFEK,Bohumír,DUFEK,předseda,M,M6,1,1
Veronika PAROULKOVÁ,Veronika,PAROULKOVÁ,redaktorka,F,M1,1,1
Veronika VLČKOVÁ,Veronika,VLČKOVÁ,výzkumnice,F,M3,1,1
Victor MANJARREZ,Victor,MANJARREZ,bývalý americký pohraničník sektor,M,?,1,1
Bernie SANDERS,Bernie,SANDERS,demokratický podporovatel,F?,?,1,1
Bernie SANDERS,Bernie,SANDERS,senátor,F?,M6,1,1
Bez CEITEC,Bez,CEITEC,by nebyl zde tak silný,M,?,1,1
Bhagwat SINGHOVÁ,Bhagwat,SINGHOVÁ,obyvatelka slumu,F,M2,1,1
Bernard BIGOT,Bernard,BIGOT,generální ředitel,M,M5,1,1
Vladimir PUTIN,Vladimir,PUTIN,ruský prezident pčastní summitu,M,M6,1,1
Vladimir ŽIRINOVSKIJ,Vladimir,ŽIRINOVSKIJ,poslanec předseda,M,M6,1,1
Vincent MAUROLT,Vincent,MAUROLT,ředitel pro inovace a transferových,M,M5,1,1
Violeta TOMIČKOVÁ,Violeta,TOMIČKOVÁ,slovinská poslankyně,F,?,1,1
Virus HIV,Virus,HIV,patří vlastně k nejzkoumanějším biologickým,M,?,1,1
Viktor ORBÁN,Viktor,ORBÁN,maďarský premiér,M,M6,1,1
Viktor PLACHÝ,Viktor,PLACHÝ,agronom,M,?,1,1
Viktor PORTEL,Viktor,PORTEL,spoluautor projektu,M,?,1,1
Bigdan KLICH,Bigdan,KLICH,předseda senátního výboru pro evropské,M,M6,1,1
Bil WALKER,Bil,WALKER,guvernér,M,M6,1,1
Bill DE BLASIO,Bill,DE BLASIO,starosta,M,M6,1,1
Bill GATES,Bill,GATES,předseda,M,M6,1,1
Vladimir KARA MURZA,Vladimir,KARA MURZA,ruský opoziční aktivista,M,?,1,1
Vladimir MAKAROV,Vladimir,MAKAROV,zastupitel města,M,M6,1,1
Vladimir PASEČNIK,Vladimir,PASEČNIK,velitel základny,M,M6,1,1
Vladimir PUTIN,Vladimir,PUTIN,ruský premiér,M,M6,1,1
Bitney CRONE,Bitney,CRONE,dokument,M,?,1,1
Blanka SVOBODOVÁ,Blanka,SVOBODOVÁ,bývalá zaměstnankyně,F,?,1,1
Bloomberg NEF,Bloomberg,NEF,když to budu citovat přesně,M,?,1,1
Bill SHORTEN,Bill,SHORTEN,lídr opozičních,M,M6,1,1
Bill WALKER,Bill,WALKER,guvernér,M,M6,1,1
Bin SALMAN,Bin,SALMAN,saúdskoarabský princ,M,?,1,1
Birgit SIPPELOVÁ,Birgit,SIPPELOVÁ,europoslankyně,F,M6,1,1
Bhušan RAO,Bhušan,RAO,zemědělec stát,M,M2,1,1
Barbora SPÁČILOVÁ,Barbora,SPÁČILOVÁ,studentka,F,M2,1,1
Barbora SVÓBODOVÁ,Barbora,SVÓBODOVÁ,spoluorganizátorka akce,F,?,1,1
Barbora TELFEROVÁ,Barbora,TELFEROVÁ,moderátorka,F,M1,1,1
Barbora KOUKALOVÁ,Barbora,KOUKALOVÁ,novinářka,F,M1,1,1
Barbora KROUŽKOVÁ,Barbora,KROUŽKOVÁ,moderátorka nesrozumitelné o,F,M1,1,1
Barbora KVASNIČKOVÁ,Barbora,KVASNIČKOVÁ,studentka univerzity v,F,M2,1,1
Barbora LIŠKOVÁ,Barbora,LIŠKOVÁ,mluvčí,F,M1,1,1
Barbara HENDRICKSOVÁ,Barbara,HENDRICKSOVÁ,německá ministryně životního prostředí,F,M6,1,1
Vladimír KROC,Vladimír,KROC,moderátor,M,M1,1,1
Vladimír DOLEJSKÝ,Vladimír,DOLEJSKÝ,náměstek,M,M5,1,1
Vladimír DOLEJSKÝ,Vladimír,DOLEJSKÝ,náměstek pro řízení sekce ochrany,M,M5,1,1
Vladimír BARBIN,Vladimír,BARBIN,ruský velvyslanec pro arktickou spolupráci,M,M6,1,1
Vladimír BESKID,Vladimír,BESKID,kurátor,M,?,1,1
Vladimír BESKYD,Vladimír,BESKYD,kurátor,M,?,1,1
Barbora TROJAK,Barbora,TROJAK,mluvčí,F?,M1,1,1
Barbora URBANOVÁ,Barbora,URBANOVÁ,koordinátorka,F,M5,1,1
Beata SZYDLOVÁ,Beata,SZYDLOVÁ,polská premiérka,F,M6,1,1
Bedřich MOLDAN,Bedřich,MOLDAN,geochemik ekolog bývalý ministr životního,M,?,1,1
Vladimír LETOCHA,Vladimír,LETOCHA,pracovník,M,?,1,1
Vladimír SLÁDEK,Vladimír,SLÁDEK,antropolog,M,M3,1,1
Vladimír KEBLŮŠEK,Vladimír,KEBLŮŠEK,redaktor,M,M1,1,1
Vladimír KOBLÍŽEK,Vladimír,KOBLÍŽEK,přednosta plicní kliniky,M,?,1,1
Vladimír KRCHOV,Vladimír,KRCHOV,obchodní ředitel,M,?,1,1
Vladimír KREMLÍK,Vladimír,KREMLÍK,ministr dopravy nestr,M,M6,1,1
Bernard INGHAM,Bernard,INGHAM,bývalý tiskový mluvčí,M,?,1,1
Bernhard MAIER,Bernhard,MAIER,předseda představenstva,M,M6,1,1
Bernhard MATTES,Bernhard,MATTES,předseda,M,M6,1,1
Belachew KASSA,Belachew,KASSA,zástupce manažera výstavby etiopské přehrady,M,M5,1,1
Bendle OSN,Bendle,OSN,jak jsem o ní mluvila,F?,?,1,1
Benj SYKES,Benj,SYKES,manažer větrné elektrárny na pobřeží,M,M5,1,1
Benjamin NETANJAHU,Benjamin,NETANJAHU,izraelský premiér,M,M6,1,1
Bartoška KDU ČSL,Bartoška,KDU ČSL,a vicepremiéra za hnutí,F?,?,1,1
Barack OBAMA,Barack,OBAMA,bývalý americký prezident,M,M6,1,1
Barack OBAMA,Barack,OBAMA,tehdejší americký prezident záznam,M,M6,1,1
Barbara HENDRICKSOVÁ,Barbara,HENDRICKSOVÁ,ministryně životního prostředí,F,M6,1,1
Avi BARANES,Avi,BARANES,vedoucí izraelského výzkumu žraloků,M,M5,1,1
Ayumi FUKAKUSAOVÁ,Ayumi,FUKAKUSAOVÁ,aktivistka,F,M5,1,1
Ač API,Ač,API,k nám nebo řada čápů,M,?,1,1
Ašghar MEHRZADA,Ašghar,MEHRZADA,zakladatel prvního afghánského cyklo freestyle,M,M5,1,1
Babiš ČSSD,Babiš,ČSSD,již vládnout,M,?,1,1
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,šéf poradců premiéra,M,M5,1,1
Vladimíra JUNKOVÁ,Vladimíra,JUNKOVÁ,redaktorka,F,M1,1,1
Vladimír SMRŽ,Vladimír,SMRŽ,náměstek ministra životního prostředí,M,M5,1,1
Vladimír VALENTA,Vladimír,VALENTA,hlavní hygienik,M,?,1,1
Vladimír WAGNER,Vladimír,WAGNER,jaderný fyzik,M,?,1,1
Vladimír ZDRAŽIL,Vladimír,ZDRAŽIL,katedra aplikované ekologie,M,M3,1,1
Barack OBAMA,Barack,OBAMA,amererický prezident,M,?,1,1
Barack OBAMA,Barack,OBAMA,americký prezident v letech,M,M6,1,1
Vladimíra NOVÁKOVÁ,Vladimíra,NOVÁKOVÁ,mluvčí,F,M1,1,1
Vladislav SMRŽ,Vladislav,SMRŽ,náměstek ministra životního prostředí citace,M,M5,1,1
Vladislav SOBOL,Vladislav,SOBOL,mluvčí,M,M1,1,1
Vladyslava BANK,Vladyslava,BANK,delegátka,F?,?,1,1
Vlasta LOCHMANOVÁ,Vlasta,LOCHMANOVÁ,starostka,F,M6,1,1
Vlasta MOKRÁ,Vlasta,MOKRÁ,starostka,F,M6,1,1
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,tehdejší premiér,M,M6,1,1
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,tehdejší předseda vlády,M,M6,1,1
Barbara MIKULSKIOVÁ,Barbara,MIKULSKIOVÁ,tehdejší senátorka státu,F,M6,1,1
Barbora BARCALOVÁ,Barbora,BARCALOVÁ,advokátka,F,?,1,1
Vlasta PALLOVÁ,Vlasta,PALLOVÁ,mluvčí,F,M1,1,1
Vlasta VIZINOVÁ,Vlasta,VIZINOVÁ,obyvatelka,F,M2,1,1
Vlastimil ROŽNOVSKÝ,Vlastimil,ROŽNOVSKÝ,starosta,M,M6,1,1
Vlastimil VÁLEK,Vlastimil,VÁLEK,místopředseda strany člen zemědělského výboru,M,M6,1,1
Vlastimil VÁLEK,Vlastimil,VÁLEK,poslanec člen,M,M6,1,1
Vlastislav MÁLEK,Vlastislav,MÁLEK,starosta,M,M6,1,1
Antonín TŮMA,Antonín,TŮMA,geolog,M,M3,1,1
Appeaning ADDO,Appeaning,ADDO,ředitel ústavu ekologie,M,M5,1,1
Aqqalu FOSING ASVID,Aqqalu,FOSING ASVID,vědec,M,M3,1,1
Antonín OSIČKA,Antonín,OSIČKA,zemědělské družstvo,M,?,1,1
Antonín RUS,Antonín,RUS,starosta,M,M6,1,1
Antonín STANĚK,Antonín,STANĚK,ministr kultury,M,M6,1,1
Antonio VELLECA,Antonio,VELLECA,pracovník v benátském cestovním ruchu,M,?,1,1
Antonis SAMARAS,Antonis,SAMARAS,lídr,M,M6,1,1
Vojtěch MUNZAR,Vojtěch,MUNZAR,místopředseda podvýboru pro energii energetiku,M,M6,1,1
Vojtěch DYNYBYL,Vojtěch,DYNYBYL,student,M,M2,1,1
Vojtěch KOTECKÝ,Vojtěch,KOTECKÝ,analytik nesrozumitelné právě střední,M,M5,1,1
Vláda ODS,Vláda,ODS,postupně slábne přichází zprávy o,F?,?,1,1
Vojen SMÍŠEK,Vojen,SMÍŠEK,mluvčí,M,M1,1,1
Vojtěch BÍLÝ,Vojtěch,BÍLÝ,mluvčí ministerstva zemědělství,M,M1,1,1
Vojtěch BÍLÝ,Vojtěch,BÍLÝ,mluvčí ministerstvo zemědělství,M,M1,1,1
Vojtěch DVOŘÁČEK,Vojtěch,DVOŘÁČEK,zemědělec,M,M2,1,1
Armin LASCHET,Armin,LASCHET,kandidát na předsedu,M,M6,1,1
Armina LASCHET,Armina,LASCHET,premiér spolkové země,F?,M6,1,1
Arnold KING,Arnold,KING,bahamský meteorologický úřad,M,?,1,1
Volker TREIER,Volker,TREIER,německá průmyslová a obchodní komora,M,?,1,1
Vratislav MYNÁŘ,Vratislav,MYNÁŘ,kancelář prezidenta republiky,M,?,1,1
Vratislav MYNÁŘ,Vratislav,MYNÁŘ,kancléř prezidenta republiky,M,M6,1,1
Vsetína ORP,Vsetína,ORP,část a podobně nemají na,F?,?,1,1
Vojtěch KÁNĚ,Vojtěch,KÁNĚ,dobrovolník,M,?,1,1
Babiše ODS,Babiše,ODS,ji nepodpoří teď premiér jedná,F?,?,1,1
Arsenij JACEŇUK,Arsenij,JACEŇUK,ukrajinský premiér,M,?,1,1
Ashley WHITNEY,Ashley,WHITNEY,farmář,M,M2,1,1
Audi BMW,Audi,BMW,pro ty by to byla,M,?,1,1
Augustin BERMEJO,Augustin,BERMEJO,lesní inženýr,M,?,1,1
Aurelie TROUVAOVÁ,Aurelie,TROUVAOVÁ,mluvčí organizace,F,M1,1,1
Arias CANETE,Arias,CANETE,eurokomisař pro otázky klimatu,M,?,1,1
Arias CANETE,Arias,CANETE,evropský komisař pro klima a,M,M6,1,1
Anna STRYKOVÁ,Anna,STRYKOVÁ,studentka veterinárního lékařství,F,M2,1,1
Anna WEEKESOVÁ,Anna,WEEKESOVÁ,obyvatelka solární vesnice,F,M2,1,1
Anna HUBÁČKOVÁ,Anna,HUBÁČKOVÁ,navrhovaná ministryně životního prostředí nestr,F,?,1,1
Anna JEVSTRATOVOVÁ,Anna,JEVSTRATOVOVÁ,organizátorka,F,?,1,1
Anna KÁRNÍKOVÁ,Anna,KÁRNÍKOVÁ,ředitelka,F,M5,1,1
Anna LEHKÁ,Anna,LEHKÁ,náměstkyně primátora,F,M5,1,1
Anna LEHKÁ,Anna,LEHKÁ,náměstkyně promátora,F,M5,1,1
Ann CARLSONOVÁ,Ann,CARLSONOVÁ,právnička,F,?,1,1
Annalena BAERBOCKOVÁ,Annalena,BAERBOCKOVÁ,kandidátka na kancléřku za,F,M6,1,1
Annalena BAERBOCKOVÁ,Annalena,BAERBOCKOVÁ,německá ministryně zahraničí,F,M6,1,1
Annapaola LAVENOVÁ,Annapaola,LAVENOVÁ,kavárnice,F,?,1,1
Ano ALDE,Ano,ALDE,určitě může vstoupit do hry,M,?,1,1
Ano NATO,Ano,NATO,je platformou důležitou platformou pro,M,?,1,1
Anna LOZSI,Anna,LOZSI,mluvčí,F?,M1,1,1
Anna MITILINEOUOVÁ,Anna,MITILINEOUOVÁ,protestující,F,?,1,1
Anna MITUŠOVÁ,Anna,MITUŠOVÁ,kurátorka,F,?,1,1
Václav HURT,Václav,HURT,vedoucí výroby sazenic,M,M5,1,1
Václav JOHN,Václav,JOHN,koordinátor záchranného programu,M,M5,1,1
Václav HAVEL,Václav,HAVEL,bývalý česko slovenský prezident,M,?,1,1
Václav HAVEL,Václav,HAVEL,tehdejší prezident,M,M6,1,1
Václav HAVEL,Václav,HAVEL,tehdejší český prezident ukázka ze,M,?,1,1
Václav HLAVÁČ,Václav,HLAVÁČ,agentura ochrany přírody,M,?,1,1
Václav BERAN,Václav,BERAN,ornitolog,M,M3,1,1
Anna ŠARATŠICHOVÁ,Anna,ŠARATŠICHOVÁ,potápěčka,F,?,1,1
Antony BLINKEN,Antony,BLINKEN,kandidát na ministra zahraničí,M,M6,1,1
Antonín BLÁHA,Antonín,BLÁHA,mluvčí operátor,M,M1,1,1
Anote TONG,Anote,TONG,prezident,F?,M6,1,1
Anthony BARNOVSKY,Anthony,BARNOVSKY,biolog,M,M3,1,1
Anthony BLINKEN,Anthony,BLINKEN,americký ministr zahraničí,M,M6,1,1
Anthony COATES,Anthony,COATES,ředitel,M,M5,1,1
Antonio GUTTERES,Antonio,GUTTERES,generální tajemník,M,M6,1,1
Václav HOMOLKA,Václav,HOMOLKA,člen senátního petičního výboru,M,M6,1,1
Andrew WEISS,Andrew,WEISS,bývalý ředitel,M,M5,1,1
André BORSCHBERG,André,BORSCHBERG,pilot,M,?,1,1
Andrej MATUŠKIN,Andrej,MATUŠKIN,ředitel,M,M5,1,1
Andrej PERSIJANOV,Andrej,PERSIJANOV,velitel vrtulníkové letky ruské armády,M,M6,1,1
Andrej ŠMELKOV,Andrej,ŠMELKOV,zástupce ministerstva pro mimořádné události,M,M5,1,1
Andrejs JANSONS,Andrejs,JANSONS,obyvatel lotyšského pobřeží,M,M2,1,1
Andrew CUOMO,Andrew,CUOMO,guvernér státu,M,M6,1,1
Andrew FEUSTEL,Andrew,FEUSTEL,astronaut,M,?,1,1
Angela MARKELOVÁ,Angela,MARKELOVÁ,německá kancléřka,F,M6,1,1
Angela MERKELOVÁ,Angela,MERKELOVÁ,německá kancléřka předsedkyně,F,M6,1,1
Angelo BORRELLI,Angelo,BORRELLI,šéf italské civilní ochrany,M,M5,1,1
Anglie HDP,Anglie,HDP,stouplo tak razantně tak si,F?,?,1,1
Ani JAR,Ani,JAR,typu no more,M,?,1,1
Ani ODS,Ani,ODS,jste zapomněl říct,M,?,1,1
Andrew SHEPHERD,Andrew,SHEPHERD,šéf projektu,M,M5,1,1
Andrew WEAVER,Andrew,WEAVER,vědec zabývající se změnou klimatu,M,M3,1,1
Václav MORAVEC,Václav,MORAVEC,moderátor pořadu,M,M1,1,1
Václav KLAUS,Václav,KLAUS,bývalý prezident zdroj,M,M6,1,1
Václav KLAUS,Václav,KLAUS,prezident republiky,M,M6,1,1
Václav KLAUS,Václav,KLAUS,předseda vlády,M,M6,1,1
Václav KLAUS,Václav,KLAUS,tehdejší prezident,M,M6,1,1
Václav KURKA,Václav,KURKA,vedoucí areálu,M,M5,1,1
Václav LENGOVIČ,Václav,LENGOVIČ,dřevorubec,M,?,1,1
Václav LIDICKÝ,Václav,LIDICKÝ,výrobně technický ředitel,M,?,1,1
Anna CHUDOBOVÁ,Anna,CHUDOBOVÁ,redaktorka,F,M1,1,1
Anna GIACOMETTIOVÁ,Anna,GIACOMETTIOVÁ,starostka,F,M6,1,1
Václav ČUBR,Václav,ČUBR,sdružení,M,?,1,1
Václav ŠILHA,Václav,ŠILHA,fotograf,M,?,1,1
Václav SOJKA,Václav,SOJKA,strážce,M,?,1,1
Václav STANĚK,Václav,STANĚK,jednatel firmy,M,M5,1,1
Václav VOTAVA,Václav,VOTAVA,poslanec,M,M6,1,1
Václav MORAVEC,Václav,MORAVEC,moderátor nesrozumitelné je poměrně optimistická,M,M1,1,1
Věra JOUROVÁ,Věra,JOUROVÁ,budoucí místopředsedkyně,F,?,1,1
Věra JOUROVÁ,Věra,JOUROVÁ,kandidátka na místopředsedkyni,F,M6,1,1
Věslav MICHALIK,Věslav,MICHALIK,ekonomický expert hnutí,M,M5,1,1
Vítězslav KOLEK,Vítězslav,KOLEK,přednosta kliniky plicních nemocí a,M,?,1,1
Věra HOFMANOVÁ,Věra,HOFMANOVÁ,redaktorka,F,M1,1,1
Václava ADÁMKOVÁ,Václava,ADÁMKOVÁ,primářka mikrobiologie a,F,M3,1,1
Vít RAKUŠAN,Vít,RAKUŠAN,poslanec předseda hnutí,M,M6,1,1
Xaví MATILLA,Xaví,MATILLA,hlavní architekt barcelonské radnice,M,?,1,1
Andrea BASSERNE,Andrea,BASSERNE,protestující,F?,?,1,1
Andreas BAUDERE,Andreas,BAUDERE,glaciolog,M,M3,1,1
Andreas CARLGREN,Andreas,CARLGREN,bývalý ministr životního prostředí,M,M6,1,1
Wade SIKORSKI,Wade,SIKORSKI,majitel farmy,F?,M5,1,1
Walter MARTOS,Walter,MARTOS,peruánský premiér,M,?,1,1
Wan AZÁZAHOVÁ,Wan,AZÁZAHOVÁ,malajsijská vicepremiérka,F,?,1,1
Wang JEN WEL,Wang,JEN WEL,čínský řidič,M,M2,1,1
Wang JIN ŤI,Wang,JIN ŤI,rolník,M,?,1,1
Andrej BABIŠ,Andrej,BABIŠ,premiér předseda hnut,M,M6,1,1
Andrej BABIŠ,Andrej,BABIŠ,premiér v demisi předseda hnutí,M,M6,1,1
Andreas CARLGREN,Andreas,CARLGREN,švédský ministr životního prostředí,M,M6,1,1
Andreas FRIEDRICH,Andreas,FRIEDRICH,německý meteorolog,M,M3,1,1
Andreas GAJDOŠÍK,Andreas,GAJDOŠÍK,finalista,M,?,1,1
Andrej BABIŠ,Andrej,BABIŠ,designovaný premiér předseda hnutí,M,?,1,1
Andrej BABIŠ,Andrej,BABIŠ,ministr financí,M,M6,1,1
Anders LEVERMANN,Anders,LEVERMANN,vědec zabývající se změnou klimatu,M,M3,1,1
Andrew SCHEER,Andrew,SCHEER,lídr konzervativní stany,M,M6,1,1
Andrej BABIŠ,Andrej,BABIŠ,předseda hnutí tehdejší premiér,M,M6,1,1
Andrej BABIŠ,Andrej,BABIŠ,předseda vlády,M,M6,1,1
Andrej BABIŠ,Andrej,BABIŠ,tehdejší ministr financí,M,M6,1,1
Andrej BABIŠ,Andrej,BABIŠ,tehdejší vicepremiér a ministr financí,M,M6,1,1
Andrej BABIŠ,Andrej,BABIŠ,vicepremiér pro ekonomiku ministr financí,M,M6,1,1
Andrej BABIŠ,Andrej,BABIŠ,vicepremiér předseda hnutí,M,M6,1,1
Andrej KISKA,Andrej,KISKA,slovenský prezident,M,M6,1,1
Zdeněk HŘIB,Zdeněk,HŘIB,pražský primátor,M,M6,1,1
Zbyněk STANJURA,Zbyněk,STANJURA,kandidát na ministra financí místopředseda,M,M6,1,1
Zbyněk STANJURA,Zbyněk,STANJURA,nově zvolený,M,?,1,1
Zbyněk STRAŇÁK,Zbyněk,STRAŇÁK,vedoucí neonatologie,M,M5,1,1
Zdenka POLACHOVÁ,Zdenka,POLACHOVÁ,cestující,F,?,1,1
Zdeněk BENEŠ,Zdeněk,BENEŠ,ředitel,M,M5,1,1
Zastupuje OSN,Zastupuje,OSN,v otázce změn klimatu,F?,?,1,1
Zavedení EET,Zavedení,EET,nám přináší komplikace technické ne,M,?,1,1
Washingtonu DC,Washingtonu,DC,s nimiž jsme se podíleli,M,?,1,1
Washingtonu USA,Washingtonu,USA,a ona se představila jako,M,?,1,1
Wasim AŠKAR,Wasim,AŠKAR,obyvatel,M,M2,1,1
Wej JUNG WEN,Wej,JUNG WEN,ředitel,M,M5,1,1
Zdeněk DUBSKÝ,Zdeněk,DUBSKÝ,zákazník,M,M2,1,1
Zdeněk FINK,Zdeněk,FINK,primátor,M,M6,1,1
Zdeněk HOLEČEK,Zdeněk,HOLEČEK,divák,M,?,1,1
Zdeněk HOVĚŽÁK,Zdeněk,HOVĚŽÁK,starosta,M,M6,1,1
Werner KOGLER,Werner,KOGLER,vicekancléř,M,?,1,1
Weronika PASZEWSKÁ,Weronika,PASZEWSKÁ,předsedkyně hnutí,F,M6,1,1
Will RUST,Will,RUST,divák,M,?,1,1
Will WHITESMITH,Will,WHITESMITH,obyvatel,M,M2,1,1
William HANSON,William,HANSON,britský expert na britskou etiketu,M,M5,1,1
Wang WEN PIN,Wang,WEN PIN,mluvčí čínského ministerstva zahraničí,M,M1,1,1
