article_id,year,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,dominant_topic
2012E026A074,2012,0.0,0.0,0.0,0.0,0.017344362096056276,0.0,0.0012672081078949422,0.0,0.013320740310957147,0.07523196316643478,0.05233157433899262,0.032712382160482514,0.0,0.06804816029804925,0.0018716343606172004,9
2012E022A048,2012,0.04110121391703721,0.0,0.01216490507210505,0.020238930526589437,0.0039155599875977404,0.0036866212659168755,0.0,0.0,0.0,0.012551126219248823,0.0,0.00024326299318456842,0.0033795983934120787,0.0,0.008746971664388842,0
2012E014A004,2012,0.008242107951826396,0.0,0.0,0.0,0.0,0.0,0.0,0.0008865704288009571,0.012418880072327028,0.08164289848813922,0.0,0.0,0.017269612601811667,0.09225422835045606,0.0,13
2012E011A076,2012,0.011954421840417622,0.0042290851458129846,0.013508958616835355,0.00036595384495609513,0.0,0.020892363053722763,0.0,0.012467944808914666,0.0,0.0,0.0,0.014204073268426577,0.0,0.04196684269323787,0.03642532752941385,13
2012E027T121,2012,0.0,0.00036658515616023,0.0,0.001914073248517046,0.0,0.001366213379233047,0.0,0.0967665790707954,0.005692713142727543,0.004256817631191921,0.029294033421301904,0.0,0.0,0.006481004424729662,0.0,7
2012E021T030,2012,0.0,0.02515350003119766,0.0068237626507896805,0.0,0.001162064768962115,0.0,0.016152461124084198,0.014473878509090415,0.0,0.0,0.1473795528661517,0.0,0.014299635709405801,0.0,0.0,10
2012E017T099,2012,0.02332246302214576,0.0013216848254847772,0.0,0.04913208859796778,0.0,0.0,0.0,0.017926891054501133,0.0037600224772055095,0.03750334225185521,0.02314339811313763,0.0,0.036249771786399154,0.0053810604082668925,0.0,3
2012E042A004,2012,0.010797306194674821,0.0015922529582419577,0.010201492063693,0.0,0.0,0.001786015752305621,0.00044131871176457686,0.0004767596039638192,0.007751180309745824,0.03863427859070043,0.0,0.01190835853952167,0.0,0.010264238155098308,0.011932208252831809,9
2012E039A068,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018137946998598508,0.0,0.0,0.19950454337869328,0.0,13
2012E038A080,2012,0.018458747081954413,0.00022407236674332743,0.029960996588792123,0.0012153927988413696,0.002897231544787175,0.0147153092652838,0.00038496054707031705,0.0014877077449061565,0.0,0.0,0.00926207539570266,0.0,0.0,0.014733920355881332,0.02700020040991239,2
2012E059T088,2012,0.017273014077562,0.0011150218771510667,0.0,0.040841373919637464,0.0,0.0,0.0,0.0790724316395065,0.005949534870535619,0.012120929568730834,0.0,0.0,0.023973802123221838,0.0,0.0,7
2012E047T084,2012,0.007827686228771787,0.0013040361717875715,0.007226124393304023,0.05288882717231997,0.09394949801145969,0.0,0.0341782925829708,0.03250568264130038,0.013072765780592096,0.0021823557988428317,0.0,0.018847940257421373,0.006972321563553087,0.0,0.0,4
2012E044T127,2012,0.05432221787282589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030505265462975044,0.001921532282717806,0.0,0.003408376433137042,0.003920620881994016,0.0,0
2012E089A015,2012,0.0,0.0,0.011763184254294266,0.006341498145819821,0.0,0.0,0.024503818199171676,0.004041344817279905,0.029450531037543033,0.05215623764690898,0.004044430403553088,0.044703989105580294,0.0,0.043265845762517983,0.010305677273026548,9
2012E088T039,2012,0.024130237284072212,0.002099203998337832,0.0,0.006371581627319317,0.0,0.00455202741093733,0.0,0.005954747605231682,0.00861730109298576,0.0002723651411543117,0.0012060008170616744,0.003464460751638916,0.007256092715791782,0.04048270906031085,0.006909858264606226,13
2012E082T085,2012,0.010083421848421679,0.0,0.0,0.0,0.0,0.0,0.0,0.010585023427799859,0.0,0.0,0.12207391253535557,0.0,0.027785317133336623,0.0,0.0,10
2012E072T015,2012,0.0,2.4810430812974035e-05,0.014238290849098724,0.03493294488678812,0.06496440757191811,0.0,0.01992244807086115,0.025025408319434388,0.0,0.0,0.006712339645284526,0.03736527779812631,0.0,0.0,0.0,4
2012E067T087,2012,0.044613917668904,0.0,0.0,0.0,0.018631247481018222,0.0,0.0,0.0686240695772954,0.00538975192703588,0.010226345101175708,0.0,0.00239833432386413,0.020793558263452756,0.0,0.0,7
2012E092A007,2012,0.005257649019806284,0.0015161205989404172,0.006792411164163667,0.0,0.03595234351903099,0.0,0.029949261502048467,0.022672502301350064,6.3696975497494e-05,0.006260254957600863,0.0,0.005167268759264516,0.0,0.03850644134028856,0.022813336547460605,13
2012E150T035,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.006845896215740608,0.07394208470750258,0.0,0.0,0.0,0.0033916885123055746,0.0,0.0,0.0,7
2012E150T051,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.006845896215740608,0.07394208470750258,0.0,0.0,0.0,0.0033916885123055746,0.0,0.0,0.0,7
2012E149T048,2012,0.0014600020687205206,0.0033566896037122164,0.0,0.0032977479204215647,0.0,0.0,0.002536209645132952,0.08685377553423304,0.0,0.006711161375556494,0.0,0.0,0.011348304250221096,0.0001344086993734277,0.01866952402728374,7
2012E149T058,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.008418865529418751,0.08080230916323052,0.0,0.0,0.0,0.0011874640461823967,0.010215353862572817,0.0,0.0015305744143312586,7
2012E146T095,2012,0.07328397793894532,0.003083615767548301,0.0,0.0,0.0,0.0,0.04419633423599296,0.007162955371372973,0.0,0.012001882518312855,0.022099563963134637,0.0,0.006648546331254637,0.021773871183256455,0.01619679219883828,0
2012E145T061,2012,0.009882025037988238,0.00019558897440609665,0.04052438825698482,0.0,0.0,0.01659186254661105,0.0,0.05279286078536733,0.0,0.0018487868488146308,0.0,0.018266429291715052,0.0019283092189321942,0.0,0.0,7
2012E129T007,2012,0.051853298696644616,0.00041107346118269286,0.0,0.0,0.001788163712285651,0.0,0.0,0.0,0.0005669387760772813,0.0,0.0010625169564940698,0.0,0.0,0.03726617318558031,0.019158441693897504,0
2012E125T071,2012,0.051760135059132656,0.00041171922206278104,0.0,0.0,0.0017803572224979322,0.0,0.0,0.0,0.0005655538773336646,0.0,0.0010677440336585066,0.0,0.0,0.0372696734837546,0.01917856737105283,0
