article_id,year,matched_groups,text
2012E059T088,2012,ets,EK stáhne emisní povolenky. Daniela PÍSAŘOVICOVÁ moderátorka Evropská unie našla způsob jak přimět firmy aby i během krize investovaly do ekologičtějších provozů. Stáhne přes miliardu emisních povolenek které podniky potřebují aby mohly do ovzduší vypouštět CO2. Povolenek je na trhu víc než je aktuální potřeba a to srazilo jejich cenu. Firmy proto nic nenutí investovat do zelených technologií. Jakub LINKA redaktor Krach nebo kolaps tak hovoří analytici o trhu s emisními povolenkami. Ještě v roce 2008 musely podniky za povolenku na vypuštění jedné tuny CO2 zaplatit 30 eur. Dnes stojí jen devět. Alessandro VITELLI hlavní expert agentury Bloomberg pro trhy s emisemi Ceny nejsou příliš vysoké to je pravda. Jsou na jedné z nejnižších úrovní na jaké kdy byly. Hans BERGMAN Generální ředitelství EK pro boj s klimatickými změnami Musíme to respektovat ale v dlouhodobém horizontu jsme přesvědčeni že se trh ustálí a pomůže snížit emise CO2. Jakub LINKA redaktor Bez zásahu z Bruselu to ale zřejmě nepůjde. Už příští tok by měla z trhu zmizet zhruba miliarda povolenek a to by mohlo jejich cenu zvýšit. Jan FOUSEK obchodní ředitel Virtuse Energy Z českých firem by na tom mohly vydělat například cementárny ocelárny cihelny které dostanou v roce 2013 většinu svých povolenek zdarma. Alan SVOBODA obchodní ředitel ČEZ Cena povolenek roste tím pádem se vrací zpátky ta motivace měnit zařízení šetřit. Jakub LINKA redaktor Jenže zotavujícímu se trhu s povolenkami mi paradoxně mohly ublížit další ekologické aktivity Bruselu. Například plán na zákaz klasických žárovek a používání pouze těch úsporných. Jan FOUSEK obchodní ředitel Virtuse Energy Elektrárny budou muset vyrábět méně elektrické energie a tudíž to bude znamenat menší poptávku po emisních povolenkách. Jakub LINKA redaktor Stažení miliardy povolenek musí ještě schválit Evropský parlament a také vlády členských zemí. Daniela PÍSAŘOVICOVÁ moderátorka A jeden z respondentů předchozí reportáže je teď se mnou ve studiu Jan Fousek ředitel obchodu a partner společnosti Virtuse Energy. Pane Fousku jak velkým problémem tedy byl přebytek povolenek? Opravdu hrozil krach na trhu zhroucení trhu? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Teorie samozřejmě říká že jakmile je čehokoliv na trhu nadbytek jakéhokoliv zboží tak to tlačí cenu dolů a teoreticky i k nule. U těch povolenek to bylo něco jiného protože od roku 2008 do roku 2012 byla jedna fáze kdy povolenky byly rozdávány zdarma a od roku 2013 až do roku 2020 bude probíhat další fáze kdy se bude muset většina povolenek nakupovat. A tam je umožněný takzvaný banking neboli převod těch povolenek z fáze druhé do fáze třetí což jaksi dává tomu trhu naději že ta cena na nulu nespadne. Daniela PÍSAŘOVICOVÁ moderátorka Na druhou stranu ale cena je velmi nízko 9 eur za kus je teď momentálně cena za kterou se obchoduje. Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Ano ale bohužel byla 5 5 eura nebo pod šesti eury. Daniela PÍSAŘOVICOVÁ moderátorka Jde mi spíše o to kdo způsobil ten současný stav. Vy jste tady vysvětlil přechodné období tedy po roce 2012 že se přechází na jiný systém kdy už emisní povolenky tedy nejsou zdarma. Nicméně špatná kalkulace nebo co způsobilo vůbec ten přetlak že se cena srazila takto dolů? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Základním hybatelem bych řekl že byla ekonomická krize protože ten systém začal v roce 2008. První povolenky pokud si pamatuji byly rozděleny v dubnu 2008 a jak víme v druhé polovině roku 2008 udeřila finanční krize naplno. Tento rok nebo v roce 2011 udeřila druhá vlna finanční krize nebo respektive ta řecká současná krize Evropské unie nebo eurozóny celkově a to tlačí ty ceny dále dolů a je to proto že díky zpomalení růstu HDP zpomalení růstu průmyslové výroby klesá výroba podnikům tudíž méně spotřebovávají emise vypouští jich méně do ovzduší a tudíž jich vzniká ta nad alokace takže to není tím že by Evropská komise podcenila jaksi to množství povolenek nebo ty svoje kalkulace ale nikdo nečekal nebo málokdo čekal že v roce 2008 přijde tak těžká finanční krize. Daniela PÍSAŘOVICOVÁ moderátorka Výbor pro průmysl výzkum a energetiku v Evropském parlamentu už se vyjádřil pro to aby bylo staženo toto množství emisních povolenek jak na tuto informaci vůbec reagoval trh? Máte pocit že už dochází k dorovnávání ceny že už se šplhá k vyšším hodnotám. Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group To je docela správná otázka ono se předpokládalo že to v tom výboru pro průmysl projde. Ono to opravdu prošlo ale posledních několik týdnů už se to té ceny místních povolenek promítlo takže ve finále to dopadlo tak že místo aby nastal razantní nárůst ceny z 9 euro dnes ráno to otevíralo na 9 20 eurech tak tím že s tím všichni počítali tak to naopak spadlo na 8 80 euro ale de facto došlo k pětiprocentnímu oslabení v průběhu dneška přestože ta zpráva je pozitivní. Daniela PÍSAŘOVICOVÁ moderátorka Když budeme předpokládat že ta zpráva bude pozitivní i za několik měsíců kdy už konečné ano padne pro to aby se stáhla miliarda povolenek z trhu je to dostatečné množství k nastartování právě jisté korekce aby se cena opravdu vyšplhala více a tím pádem donutila tato celá strategie tato myšlenka firmy k tomu aby opravdu sázely na zelené technologie aby byly nuceny přemýšlet nad tím jak vyměňovat stroje aby opravdu tolik neznečišťovali prostředí? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Doufejme že Evropská komise tentokrát udělá lepší kalkulaci než udělala pro rok 2008 a tudíž stáhne opravdu potřebné množství povolenek z trhu. Čeho je se obávám toho že právě jak už jsem zmínil na začátku od roku 2013 většina podniků bude muset emise nakupovat. Čili jestliže cena začne růst od roku 2013 tak se to opět negativně projeví vlastně podnikům poněvadž do teď kdy je dostávaly zdarma je mohly prodávat tak byla cena nízká a ve chvíli kdy si je budou muset dokupovat tak bude cena vysoká. Čili se obávám že to bude znovu kontraproduktivní co se týče investic do zelených zdrojů. Daniela PÍSAŘOVICOVÁ moderátorka A jaká je ta cena kdy začnou firmy přemýšlet opravdu o tom že se jim vyplatí nevypouštět tolik škodlivin do ovzduší ale spíše tedy investovat do nových technologií? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Ono potom záleží také do jakých technologií jako přestavba kotle přechod na biomasu a tak dále kdy například řádově u menší teplárny se přechod na biomasový kotel pohybuje v řádu třeba čtvrt miliardy 200 až 300 milionů korun potom se na tom dá teoreticky ušetřit s emisí ale pak jsou tak až bych řekl utopistické projekty přestože to někdo nazývá realistickými jako například ukládání uhlíku pod zem kdy je vypočítána cena uhlíku na nějakých 70 až 80 euro aby se to vůbec vyplatilo. Ty emise CO 2 vhánět do těch děr po vytěžené ropě a zemním plynu. Daniela PÍSAŘOVICOVÁ moderátorka Máte signál že by české firmy chtěly třeba do budoucna na prodej povolenek vydělat? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Musím říct přestože většina těch českých a slovenských podniků jsou mými klienty já se obávám že oni už na tom vydělaly hodně a naštěstí a to pravdu v řádech miliard až bych řekl desítek miliard. A teď co mám indicie tak v tomto roce posledním kdy dostaly emisní povolenky zdarma si je budou šetřit právě na tu třetí fázi kdy si je budou muset dokupovat. Daniela PÍSAŘOVICOVÁ moderátorka A když budeme předpokládat opět tuto informaci zásadní tezi že tedy dojde k dočasnému stažení až miliardy povolenek co to udělá tedy s českými firmami co si myslíte že se stane na českém trhu? Bude to pro ně velký problém budou muset nakupovat za draho? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Hlavně se musíme nechat překvapit jestli vůbec tento návrh projde dál protože teď to vlastně prošlo teprve druhou fází byť nejdůležitější ale dále o tom má hlasovat Evropský parlament v plénu Evropská komise rada ministrů čili těch kol je ještě několik ale řekněme že to projde a jestliže se ceny emisí zvýší po roce 2013 tak české podniky nebo jakékoliv podniky v Evropské unii už na tom do konce roku 2012 si myslím příliš nevydělají. Daniela PÍSAŘOVICOVÁ moderátorka A potom v tom dalším období kdybychom připustili že celé to kolečko které vy jste tady vyjmenoval opravdu bude tedy reálné? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Tak předpokládejme že tam je nastaveno několik kategorií je tam takzvaná kategorie sektorů ohrožených únikem uhlíku čili to je možné že se fabrika zavře a přesune se mimo regulované území Bělorusko Moldávie Ukrajina mimo země Evropské unie. Daniela PÍSAŘOVICOVÁ moderátorka Mimochodem to se děje často tyto přesuny? Jan FOUSEK ředitel obchodu partner společnosti Virtuse Group Už to hrozí. Vím o jednom reálném který se opravdu děje ale zejména je to u velkých fabrik většinou ne českých. Znám spoustu cihlářů například kteří řekli Jestli my to nedostaneme tak my si tu fabriku otevřeme mimo Evropskou unii. Takže ty indicie že se to děje máme. Těmto podnikům které byly definovány x různými nařízeními Evropské unie těm bylo uděleno 100 emisních povolenek zdarma po roce 2013. Daniela PÍSAŘOVICOVÁ moderátorka Já vám děkuji za rozhovor to byl Jan Fusek ředitel obchodu a partner společnosti Virtous Group děkuji na shledanou.
2012E047T084,2012,ets,Platba za letecké emise vyvolala spory. Jan HREŇO moderátor Zavedení povinnosti pro letecké společnosti platit za emise oxidu uhličitého vyostřilo vztahy mezi Evropskou unií a Čínou. Ta za znečištění ovzduší letadly platit odmítá. Podle analytiků na leteckou dopravu by tato snaha o zlepšení životního prostředí mohla dokonce přerůst do obchodní války. Jakub LINKA redaktor Měl to být nápad na zelenější nebe. Každé letadlo musí od ledna platit za emise CO2 které vypustí za letu. Hans BERGMAN Generální ředitelství pro opatření proti změně klimatu Všechny letecké společnosti které letí z Evropy musí dodržovat pravidla o emisích CO2. Jakub LINKA redaktor Jenže minimálně dvacítka zemí mimo Evropskou unii s tím nesouhlasí. Jde přitom o takové velmoci jako jsou USA Rusko nebo Čína. Ta už dokonce zakázala svým aerolinkám tyto emisní povolenky nakupovat. Hans BERGMAN Generální ředitelství pro opatření proti změně klimatu Je pravda že čínské letecké společnosti a několik dalších zemí z toho nejsou nadšené ale ta jednání stále pokračují. Pavel ZÁMYSLICKÝ ředitel odboru změny klimatu Ministerstvo životního prostředí ČR Já si myslím že není možné aby v tom systému byly zařazeny jenom letecké firmy z Evropy. Je tam nutné aby tam byly zařazeny všechny firmy to znamená jak evropské tak mimoevropské. Jakub LINKA redaktor Pokud se Evropská unie s ostatními zeměmi nedohodne mohla by v krajním případě zakázat zahraničním aerolinkám přistávat na evropských letištích. Přitom nákup emisních povolenek cenu letenky zatím příliš neovlivní. Například na trase Praha Brusel vypustí letadlo 95 kilogramů CO2. Každý cestující si kvůli tomu připlatí zhruba jedno euro. Při letu z Prahy do New Yorku vypustí letadlo téměř 450 kilogramů CO2. Letenka kvůli tomu zdraží o 3 eura 50. Andreas CARLGREN bývalý ministr životního prostředí Švédsko Podle mě to je víc o politice než o ekonomice protože Čínu by to zas tolik nestálo. Čína chce hlavně ukázat Evropě že má velkou sílu. Jakub LINKA redaktor Tu může ukázat už příští týden kdy se má 20 nespokojených zemí sejít v Moskvě a jednat o odvetných opatřeních proti Evropské unii.
2012E072T015,2012,ets,Emisní povolenky pro letecké společnosti. Jolka KRÁSNÁ moderátorka Přední evropské aerolinie a společnost Airbus brojí proti povinnosti kupovat emisní povolenky opatření platné od začátku roku považuj za ekonomické riziko pro své podnikání. Jiří VÁCLAVEK moderátor Evropská unie oponuje. Kritizované povinnosti má podle ní za cíl pouze chránit životní prostředí. Proti rozhodnutí Bruselu se už dřív ozvaly Spojené státy a nebo Čína. redaktor Přední světový výrobce letadel Airbus British Airways Air France nebo německá Lufthansa. Seznam firem kterým se nelíbí opatření omezující vypouštění skleníkových plynů se pomalu ale jistě rozrůstá. Na vině je předpis platný od začátku roku. Hans BERGMAN Generální ředitelství pro opatření proti změně klimatu 16. 2. 2012 Všechny letecké společnosti které letí z Evropy musí dodržovat pravidla o emisích CO2. redaktor Brusel leteckým společnostem diktuje povinnost platit za 15 povolenek. A těm které pravidla nesplní je připravený rozdávat pokuty. Druhý tábor tvrdí že jde o opatření které se ve výsledku promítne do cen letenek. Proti se už ozvaly i firmy sídlící mimo starý kontinent. Hlasité ne přišlo hlavně z Číny. Spolu se skrytou hrozbou tiché obchodní války. Andreas CARLGREN švédský ministr životního prostředí 16. 2. 2012 Podle mě je to víc o politice než o ekonomice. Protože Čínu by to zase tolik nestálo. redaktor To si zatím myslí i unijní úředníci. O změně kritizovaného opatření zatím neuvažují.
