name,firstname,surname,role_raw,gender,type,n_mentions,n_docs,type_final,source,gender_final
Petr HRADECKÝ,Petr,HRADECKÝ,trenér,M,M5,2,2,M5,rule,M
Petr JIRÁT,Petr,JIRÁT,státní zástupce,M,M5,2,1,M5,rule,M
Petr KLEČKA,Petr,KLEČKA,majitel,M,M5,2,1,M5,rule,M
Petr KLÁSEK,Petr,KLÁSEK,starosta,M,M6,2,1,M6,rule,M
González IŇÁRRITU,González,IŇÁRRITU,režisér,M,?,2,2,M2,llm,M
Gregory DEBRUYNE,Gregory,DEBRUYNE,rybář z,M,M2,2,1,M2,rule,M
Greta THUNBERGOVÁ,Greta,THUNBERGOVÁ,ekologická aktivistka,F,M5,2,2,M5,rule,F
Pavel DOLEČEK,Pavel,DOLEČEK,náměstek pro řízení sekce vysokého,M,M5,2,2,M5,rule,M
Jan KOZEL,Jan,KOZEL,náměstek ředitele,M,M5,2,1,M5,rule,M
Jan KOZINA,Jan,KOZINA,zástupce obecně prospěšné společnosti,M,M5,2,1,M5,rule,M
Jan BLAHŮT,Jan,BLAHŮT,geomorfolog,M,?,2,1,M3,llm,M
Jan BUKOVSKÝ,Jan,BUKOVSKÝ,tiskový mluvčí,M,M1,2,2,M1,rule,M
Gergely KARÁCSONY,Gergely,KARÁCSONY,primátor,M,M6,2,2,M6,rule,M
Gero NEUGEBAUER,Gero,NEUGEBAUER,politolog,M,M3,2,2,M3,rule,M
Giuseppe CONTE,Giuseppe,CONTE,italský premiér,F?,M6,2,2,M6,rule,F
Gladys BEREJIKLIANOVÁ,Gladys,BEREJIKLIANOVÁ,premiérka,F,M6,2,2,M6,rule,F
Susanne RASMUSSENOVÁ,Susanne,RASMUSSENOVÁ,ředitelka odboru dopravy a životního,F,M5,2,1,M5,rule,F
Stanislav BILER,Stanislav,BILER,sociolog,M,M3,2,1,M3,rule,M
Stanislav GROSPIČ,Stanislav,GROSPIČ,místopředseda strany,M,M6,2,2,M6,rule,M
Stanislav GROSPIČ,Stanislav,GROSPIČ,poslanec,M,M6,2,2,M6,rule,M
Jan KOPP,Jan,KOPP,katedra geografie,M,M3,2,1,M3,rule,M
Dale VINCE,Dale,VINCE,šéf fotbalového klubu,F?,M5,2,1,M5,rule,F
Dalia GRYBAUSKAITÉOVÁ,Dalia,GRYBAUSKAITÉOVÁ,litevská prezidentka,F,?,2,2,M6,llm,F
Damiel KURKA,Damiel,KURKA,ředitel pobočky,M,M5,2,1,M5,rule,M
Steve CARMEL,Steve,CARMEL,účastník demonstrace,F?,M2,2,2,M2,rule,M
Steve HUGS,Steve,HUGS,pracovník genové banky australských pastvin,F?,M3,2,1,M3,rule,M
Stuart GOODALL,Stuart,GOODALL,manažer lesnické firmy,M,M5,2,1,M5,rule,M
Jiří PŘIBÁŇ,Jiří,PŘIBÁŇ,profesor právní filozofie a sociologie,M,M3,2,1,M3,rule,M
Jiří MAREK,Jiří,MAREK,zemědělec,M,M2,2,1,M2,rule,M
Siračaj ARUNRUGSTIČAJ,Siračaj,ARUNRUGSTIČAJ,mořský biolog,M,M3,2,2,M3,rule,M
Sophie BACKSENOVÁ,Sophie,BACKSENOVÁ,stěžovatelka,F,?,2,2,M2,llm,F
Soňa JONÁŠOVÁ,Soňa,JONÁŠOVÁ,ředitelka,F,M5,2,1,M5,rule,F
Daniel FICHNA,Daniel,FICHNA,starosta,M,M6,2,1,M6,rule,M
Stefan KORB,Stefan,KORB,vedoucí projektu,M,M5,2,2,M5,rule,M
Stefano VIANELLO,Stefano,VIANELLO,restaurátor,M,?,2,1,M5,llm,M
Soňa VALUCHOVÁ,Soňa,VALUCHOVÁ,odborná pracovnice institut,F,?,2,1,M5,llm,F
Miloš BARTÁK,Miloš,BARTÁK,biolog,M,M3,2,2,M3,rule,M
Jiří HUML,Jiří,HUML,provozní ředitel,M,?,2,1,M5,llm,M
Jiří JANOTA,Jiří,JANOTA,předseda,M,M6,2,2,M6,rule,M
Petr NEČAS,Petr,NEČAS,předseda vlády,M,M6,2,1,M6,rule,M
Milan DVOŘÁK,Milan,DVOŘÁK,rusista,M,?,2,1,M3,llm,M
Milan GRYNDLER,Milan,GRYNDLER,mykolog,M,?,2,2,M3,llm,M
Jiří PAZDERKA,Jiří,PAZDERKA,katedra konstrukcí pozemních staveb,M,M3,2,1,M3,rule,M
Jiří PETROVIČ,Jiří,PETROVIČ,redaktor,M,M1,2,2,M1,rule,M
Daniel BENEŠ,Daniel,BENEŠ,generální ředitel a předseda představenstva,M,M5,2,2,M5,rule,M
Jiří NANTL,Jiří,NANTL,ředitel,M,M5,2,1,M5,rule,M
Škoda ENYAQ,Škoda,ENYAQ,má zvládnout dnes přes,F?,?,1,1,?,llm,F
Čang PCHING,Čang,PCHING,předseda,M,M6,1,1,M6,rule,M
Čang ČCHIEN,Čang,ČCHIEN,šéfka projektu pro kontrolování počasí,M,?,1,1,M5,llm,M
Čao LI ŤIEN,Čao,LI ŤIEN,mluvčí čínského ministerstva zahraničních věcí,M,M1,1,1,M1,rule,M
Čchen MING ČCH,Čchen,MING ČCH,náměstek ministra,M,M5,1,1,M5,rule,M
Čchin ČEN,Čchin,ČEN,manažer firmy,M,M5,1,1,M5,rule,M
Černá DVOŘÁKOVÁ,Černá,DVOŘÁKOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Česká BIS,Česká,BIS,varuje opakovaně před zahraniční špionáží,M,?,1,1,?,llm,M
Órfhlaith BEGLEYOVÁ,Órfhlaith,BEGLEYOVÁ,poslankyně místního parlamentu za stranu,F,M6,1,1,M6,rule,F
Úspěch CNN,Úspěch,CNN,ale nepřišel přes noc,M,?,1,1,?,llm,M
Úřad OSN,Úřad,OSN,pro uprchlíky letošní favorité se,M,?,1,1,?,llm,M
Čang CHAJ PIN,Čang,CHAJ PIN,pastevec z provincie,M,?,1,1,M2,llm,M
Zemanova ČSSD,Zemanova,ČSSD,za podpory,F?,?,1,1,?,llm,F
Alejandro GIAMMATTEI,Alejandro,GIAMMATTEI,prezident,M,M6,1,1,M6,rule,M
Alejandro GUAMMATTEL,Alejandro,GUAMMATTEL,prezident,M,M6,1,1,M6,rule,M
Alejandro NEYRA,Alejandro,NEYRA,peruánský ministr cestovního ruchu,M,?,1,1,?,llm,M
Aleksandar MLADIČ,Aleksandar,MLADIČ,obyvatel,M,M2,1,1,M2,rule,M
Alena DOSTÁLOVÁ,Alena,DOSTÁLOVÁ,hydrobioložka,F,?,1,1,M3,llm,F
Alena HOLUBOVÁ,Alena,HOLUBOVÁ,koordinátorka příprav jihlavský magistrát,F,M5,1,1,M5,rule,F
Alena SCHILLEROVÁ,Alena,SCHILLEROVÁ,ministryně financí,F,M6,1,1,M6,rule,F
Zpráva EEA,Zpráva,EEA,o klimatu,F?,?,1,1,?,llm,F
Zpráva EK,Zpráva,EK,o přerozdělování migrantů,F?,?,1,1,?,llm,F
Zpráva OSN,Zpráva,OSN,milionu druhů hrozí vyhubení,F?,?,1,1,?,llm,F
Zpráva OSN,Zpráva,OSN,mluví o všech přírodních katastrofách,F?,?,1,1,?,llm,F
Zpráva OSN,Zpráva,OSN,počítá s katastrofickým scénářem že,F?,?,1,1,?,llm,F
Zpráva OSN,Zpráva,OSN,upozorňuje že rozmanitost se snižuje,F?,?,1,1,?,llm,F
Zsolt SEMJÉN,Zsolt,SEMJÉN,designovaný maďarský vicepremiér pro menšiny,M,?,1,1,M6,llm,M
Zdeňka SOUKUPOVÁ,Zdeňka,SOUKUPOVÁ,koordinátorka brněnské skupiny,F,M5,1,1,M5,rule,F
Alena SEIBERTOVÁ,Alena,SEIBERTOVÁ,osoba,F,?,1,1,M2,llm,F
Alena STOLÁŘOVÁ,Alena,STOLÁŘOVÁ,hydroložka,F,?,1,1,M3,llm,F
Alena ŠTEFLOVÁ,Alena,ŠTEFLOVÁ,ředitelka,F,M5,1,1,M5,rule,F
Zuzana PASTRŇÁKOVÁ,Zuzana,PASTRŇÁKOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Zuzana HODKOVÁ,Zuzana,HODKOVÁ,moderátorka,F,M1,1,1,M1,rule,F
Zuzana HODKOVÁ,Zuzana,HODKOVÁ,redaktorka,F,M1,1,1,M1,rule,F
Zuzana MAJEROVÁ ZAHRADNÍKOVÁ,Zuzana,MAJEROVÁ ZAHRADNÍKOVÁ,poslankyně,F,M6,1,1,M6,rule,F
Zoe FLANAGANOVÁ,Zoe,FLANAGANOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Alexander GAULAND,Alexander,GAULAND,předseda,M,M6,1,1,M6,rule,M
Alena ŽÁKOVSKÁ,Alena,ŽÁKOVSKÁ,oddělení fyziologie a imunologie živočichů,F,?,1,1,M3,llm,F
Alessandro VITELLI,Alessandro,VITELLI,hlavní expert agentury,M,M5,1,1,M5,rule,M
Alex ALLEY,Alex,ALLEY,britský jachtař zdroj,M,?,1,1,M2,llm,M
Alex BOROWICZ,Alex,BOROWICZ,výzkumník polární ekologie,M,M3,1,1,M3,rule,M
Alex DESSARD,Alex,DESSARD,dobrovolník z,M,M2,1,1,M2,rule,M
Alex MOTUKO,Alex,MOTUKO,ochránce přírody žirafí centrum v,M,?,1,1,M5,llm,M
Alena SCHILLEROVÁ,Alena,SCHILLEROVÁ,předsedkyně poslaneckého klubu,F,M6,1,1,M6,rule,F
Lukáš ČÍŽEK,Lukáš,ČÍŽEK,vědec,M,M3,1,1,M3,rule,M
Lumír KREJČÍ,Lumír,KREJČÍ,vedoucí laboratoře,M,M5,1,1,M5,rule,M
Lukáš LINHART,Lukáš,LINHART,manažer projektu,M,M5,1,1,M5,rule,M
Lukáš STRNAD,Lukáš,STRNAD,vedoucí rybničního hospodářství,M,M5,1,1,M5,rule,M
Lukáš ULRYCH,Lukáš,ULRYCH,učitel,M,M2,1,1,M2,rule,M
Luděk PĚNKAVA,Luděk,PĚNKAVA,starosta,M,M6,1,1,M6,rule,M
Ludvík TVARŮŽEK,Ludvík,TVARŮŽEK,náměstek ředitele,M,M5,1,1,M5,rule,M
Luděk KLUSÁČEK,Luděk,KLUSÁČEK,trenér,M,M5,1,1,M5,rule,M
Magda VAŠÁRYOVÁ,Magda,VAŠÁRYOVÁ,bývalá politička a herečka,F,M6,1,1,M6,rule,F
Léčba HIV,Léčba,HIV,jsou komplikovanější záležitost protože léčil,F?,?,1,1,?,llm,F
Lídrem KDU ČSL,Lídrem,KDU ČSL,na jižní,M,?,1,1,?,llm,M
Lídři EU,Lídři,EU,o klimatu,M,?,1,1,M6,llm,M
Lídři ODS,Lídři,ODS,lidovců a starostů nové předsedkyni,M,?,1,1,M6,llm,M
López OBRADOR,López,OBRADOR,mexický prezident,M,M6,1,1,M6,rule,M
Maatiusi MANNING,Maatiusi,MANNING,inuitský námořník,M,?,1,1,M2,llm,M
Lukáš VALEŠ,Lukáš,VALEŠ,politolog,M,M3,1,1,M3,rule,M
Lukáš DUBEC,Lukáš,DUBEC,náměstek hejtmana,M,M5,1,1,M5,rule,M
Luis MORAGO,Luis,MORAGO,ekologický aktivista,M,M5,1,1,M5,rule,M
Lukasz CHORBACZ,Lukasz,CHORBACZ,předseda polské uhelné obchodní komory,M,M6,1,1,M6,rule,M
Luke PETERS,Luke,PETERS,lovec humrů,F?,?,1,1,M2,llm,F
Lukáš AUGUSTIN,Lukáš,AUGUSTIN,redaktor,M,M1,1,1,M1,rule,M
Lukáš BARTOŇ,Lukáš,BARTOŇ,poslanec místopředseda,M,M6,1,1,M6,rule,M
Magali HUARACHIOVÁ,Magali,HUARACHIOVÁ,dobrovolnice,F,M2,1,1,M2,rule,F
Magda GONZALESOVÁ,Magda,GONZALESOVÁ,ředitelka státní služby na ochranu,F,M5,1,1,M5,rule,F
Lukáš KOPEČNÝ,Lukáš,KOPEČNÝ,mluvčí,M,M1,1,1,M1,rule,M
Lukáš KOVANDA,Lukáš,KOVANDA,člen,M,M6,1,1,M6,rule,M
Lukáš HATAŠ,Lukáš,HATAŠ,místopředseda,M,M6,1,1,M6,rule,M
Lukáš HRÁBEK,Lukáš,HRÁBEK,mluvčí,M,M1,1,1,M1,rule,M
Lukáš HÁJEK,Lukáš,HÁJEK,politický analytik,M,M5,1,1,M5,rule,M
Lukáš JANOTA,Lukáš,JANOTA,autor oceněné diplomové práce,M,?,1,1,M2,llm,M
Lukáš BERNAT,Lukáš,BERNAT,mluvčí,M,M1,1,1,M1,rule,M
Lukáš BĚLOHRADSKÝ,Lukáš,BĚLOHRADSKÝ,majitel,M,M5,1,1,M5,rule,M
Mami MIZURORIOVÁ,Mami,MIZURORIOVÁ,zvláštní zmocněnkyně generálního tajemníka,F,M6,1,1,M6,rule,F
Mami MIZUTORIOVÁ,Mami,MIZUTORIOVÁ,zástupkyně,F,M5,1,1,M5,rule,F
Magdaléna CHYTRÁ,Magdaléna,CHYTRÁ,vedoucí botanická zahrada,F,M5,1,1,M5,rule,F
Magdaléna ŠULCOVÁ,Magdaléna,ŠULCOVÁ,moderátorka,F,M1,1,1,M1,rule,F
Mahadou MBODJI,Mahadou,MBODJI,předseda,M,M6,1,1,M6,rule,M
Maira KELLERSOVÁ,Maira,KELLERSOVÁ,demonstrují studentka,F,?,1,1,M2,llm,F
Lucie CWIKOVÁ,Lucie,CWIKOVÁ,lékařka,F,?,1,1,M3,llm,F
Lucie DOSEDĚLOVÁ,Lucie,DOSEDĚLOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Mamo GODANA,Mamo,GODANA,zástupce organizace,M,M5,1,1,M5,rule,M
Management ČEZ,Management,ČEZ,se k tomu může nějak,M,?,1,1,?,llm,M
Manfred WEBER,Manfred,WEBER,kandidát na předsedu,M,M6,1,1,M6,rule,M
Manfred WEBER,Manfred,WEBER,lídr,M,M6,1,1,M6,rule,M
Manoj KUMAR SINGH,Manoj,KUMAR SINGH,indický ministr životního prostředí,M,M6,1,1,M6,rule,M
Manuel BARROSO,Manuel,BARROSO,předseda,M,M6,1,1,M6,rule,M
Mairi GOUGEONOVÁ,Mairi,GOUGEONOVÁ,skotská ministrině životního prostředí,F,?,1,1,M6,llm,F
Mamadou MBODJI,Mamadou,MBODJI,předseda,M,M6,1,1,M6,rule,M
Lucie SMOLKOVÁ,Lucie,SMOLKOVÁ,hnutí,F,?,1,1,?,llm,F
Lucie SMOLKOVÁ,Lucie,SMOLKOVÁ,pořadatelka,F,?,1,1,M5,llm,F
Lucie SMOLKOVÁ,Lucie,SMOLKOVÁ,spoluorganizátorka,F,?,1,1,M5,llm,F
Lucie SMOLKOVÁ,Lucie,SMOLKOVÁ,studentka členka,F,M2,1,1,M2,rule,F
Manuel SANTOS,Manuel,SANTOS,kolumbijský prezident,M,?,1,1,M6,llm,M
Manuela SCHWESIGOVÁ,Manuela,SCHWESIGOVÁ,ministerská předsedkyně,F,?,1,1,M6,llm,F
Marc CHARDONNENS,Marc,CHARDONNENS,ředitel,M,M5,1,1,M5,rule,M
Marcel KOALAJA,Marcel,KOALAJA,poslanec a místopředseda,M,M6,1,1,M6,rule,M
Luděk KŘEPELKA,Luděk,KŘEPELKA,kombajnista,M,?,1,1,M2,llm,M
Luděk KŘEPELKA,Luděk,KŘEPELKA,řidič kombajnu,M,M2,1,1,M2,rule,M
Luděk LISTÍK,Luděk,LISTÍK,majitel studny,M,M5,1,1,M5,rule,M
Lucie VRBOVÁ,Lucie,VRBOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Lucino NEZZI,Lucino,NEZZI,brazilský farmář,M,M2,1,1,M2,rule,M
Ludovic HOCHART,Ludovic,HOCHART,zástupce policejních odborů,M,M5,1,1,M5,rule,M
Ludovic RAVANEL,Ludovic,RAVANEL,francouzský vědec,M,M3,1,1,M3,rule,M
Lucie PETŘÍČKOVÁ,Lucie,PETŘÍČKOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Marco VIANELLO,Marco,VIANELLO,restaurátor,M,?,1,1,M2,llm,M
Marcel KOLAJA,Marcel,KOLAJA,zvolený místopředseda,M,?,1,1,M6,llm,M
Marcela KALUŽÍKOVÁ,Marcela,KALUŽÍKOVÁ,obec,F,?,1,1,?,llm,F
Marcela ONDŘEJOVÁ,Marcela,ONDŘEJOVÁ,advokátka,F,?,1,1,M1,llm,F
Marian JUREČKA,Marian,JUREČKA,opoziční zastupitel,M,?,1,1,M6,llm,M
Marian JUREČKA,Marian,JUREČKA,poslanec bývalý ministr zemědělství,M,M6,1,1,M6,rule,M
Marian JUREČKA,Marian,JUREČKA,poslanec člen podvýboru pro energetiku,M,M6,1,1,M6,rule,M
Margo WOLLASTONOVÁ,Margo,WOLLASTONOVÁ,farmářka,F,M2,1,1,M2,rule,F
Marcus LUTES,Marcus,LUTES,analytik,M,M5,1,1,M5,rule,M
Marcelo PARINTINTIN,Marcelo,PARINTINTIN,zástupce místního domorodého kmene,M,M5,1,1,M5,rule,M
Marcin KOROLEC,Marcin,KOROLEC,prezident konference polský ministr životního,M,M6,1,1,M6,rule,M
Marcin PRZYDACZ,Marcin,PRZYDACZ,náměstek polského ministra zahraničních věcí,M,M5,1,1,M5,rule,M
Marcio ASTRINI,Marcio,ASTRINI,koordinátor,M,M5,1,1,M5,rule,M
Marco GIACHETTI,Marco,GIACHETTI,ředitel nadace pro stavbu zelené,M,M5,1,1,M5,rule,M
Marco LAMBERTINI,Marco,LAMBERTINI,generální ředitel,M,M5,1,1,M5,rule,M
Marco TEDESCO,Marco,TEDESCO,observatoř,M,?,1,1,?,llm,M
Lubomír METNAR,Lubomír,METNAR,ministr obrany nestr,M,M6,1,1,M6,rule,M
Marek BOHÁČ,Marek,BOHÁČ,student,M,M2,1,1,M2,rule,M
Marek HOVORKA,Marek,HOVORKA,ředitel festivalu,M,M5,1,1,M5,rule,M
Marek JANCÁK,Marek,JANCÁK,vedoucí výroby vozů,M,M5,1,1,M5,rule,M
Marek KOUTNÝ,Marek,KOUTNÝ,ředitel,M,M5,1,1,M5,rule,M
Marek KVETAN,Marek,KVETAN,výtvarník,M,?,1,1,M2,llm,M
Marcos PASTOR,Marcos,PASTOR,technický poradce,M,M5,1,1,M5,rule,M
Marcus FONTENOT,Marcus,FONTENOT,obyvatel,M,M2,1,1,M2,rule,M
Luboš VLČEK,Luboš,VLČEK,ředitel,M,M5,1,1,M5,rule,M
Luc MÉLENCHON,Luc,MÉLENCHON,hnutí,M,?,1,1,M6,llm,M
Luc PIGUET,Luc,PIGUET,generální ředitel společnosti,M,M5,1,1,M5,rule,M
Lucie BOTOROVÁ,Lucie,BOTOROVÁ,moderátorka,F,M1,1,1,M1,rule,F
Lubomír ZEMAN,Lubomír,ZEMAN,historik památkář,M,M3,1,1,M3,rule,M
Louis FLETCHER,Louis,FLETCHER,ministr pro udržitelný rozvoj,M,M6,1,1,M6,rule,M
Louise FRESCOVÁ,Louise,FRESCOVÁ,profesorka,F,M3,1,1,M3,rule,F
Lourdes AYALOVÁ,Lourdes,AYALOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Lisa MURKOEWSKLOVÁ,Lisa,MURKOEWSKLOVÁ,republikánská senátorka,F,M6,1,1,M6,rule,F
Lina BURNELIUSOVÁ,Lina,BURNELIUSOVÁ,zástupkyně,F,M5,1,1,M5,rule,F
Linda BARTOŠOVÁ,Linda,BARTOŠOVÁ,reportérka,F,M1,1,1,M1,rule,F
Linda ZEILINA,Linda,ZEILINA,ředitelka,F?,M5,1,1,M5,rule,F
Libor STRAKOŠ,Libor,STRAKOŠ,výrobní náměstek,M,M5,1,1,M5,rule,M
Libor VÁVRA,Libor,VÁVRA,předseda,M,M6,1,1,M6,rule,M
Lidové REPUBLIKY,Lidové,REPUBLIKY,prohlášení,M,?,1,1,?,llm,M
Light BENJAMIN,Light,BENJAMIN,zpěvačka,M,?,1,1,M2,llm,M
Lorenzo STEFANI,Lorenzo,STEFANI,mluvčí belgického autoklubu,M,M1,1,1,M1,rule,M
Lorna HEMPSTEADOVÁ,Lorna,HEMPSTEADOVÁ,ředitelka,F,M5,1,1,M5,rule,F
Lindley JOHNSON,Lindley,JOHNSON,výzkumník,M,M3,1,1,M3,rule,M
Lindsey GRAHAM,Lindsey,GRAHAM,republikánský předseda právního výboru,M,M6,1,1,M6,rule,M
Line BAY,Line,BAY,profesor,F?,M3,1,1,M3,rule,F
Line BAYOVÁ,Line,BAYOVÁ,profesorka,F,M3,1,1,M3,rule,F
Lirsti LONKOVÁ,Lirsti,LONKOVÁ,expertka na psychologii vzdělávání,F,M5,1,1,M5,rule,F
Lisa MUMFORDOVÁ,Lisa,MUMFORDOVÁ,účastnice protestu,F,M2,1,1,M2,rule,F
Marek SKALICKÝ,Marek,SKALICKÝ,člen představenstva,M,M6,1,1,M6,rule,M
Marek SLOVÁČEK,Marek,SLOVÁČEK,farmář,M,M2,1,1,M2,rule,M
Marek VÝBORNÝ,Marek,VÝBORNÝ,poslanec,M,M6,1,1,M6,rule,M
Lisa MURKOWSKIOVÁ,Lisa,MURKOWSKIOVÁ,republikánská senátorka,F,M6,1,1,M6,rule,F
Liseline LAVOINEOVÁ,Liseline,LAVOINEOVÁ,majitelka restaurace,F,M5,1,1,M5,rule,F
Livia KLAUSOVÁ,Livia,KLAUSOVÁ,manželka prezidenta,F,?,1,1,M2,llm,F
Liz TRUSS,Liz,TRUSS,britská ministryně zahraničí,M,M6,1,1,M6,rule,M
Lorenz VAFFLER,Lorenz,VAFFLER,ministr vnitra,M,M6,1,1,M6,rule,M
Margrethe VESTAGEROVÁ,Margrethe,VESTAGEROVÁ,lídryně,F,M6,1,1,M6,rule,F
Maria CALISAYOVÁ,Maria,CALISAYOVÁ,dobrovolnice,F,M2,1,1,M2,rule,F
Maria SASSOLI,Maria,SASSOLI,nový předseda,F?,M6,1,1,M6,rule,F
Maria SASSOLI,Maria,SASSOLI,předseda,F?,M6,1,1,M6,rule,F
Marek VÝBORNÝ,Marek,VÝBORNÝ,předseda strany,M,M6,1,1,M6,rule,M
Marek ČERMÁK,Marek,ČERMÁK,jednatel,M,M5,1,1,M5,rule,M
Marel VELEBNÝ,Marel,VELEBNÝ,divák,M,M2,1,1,M2,rule,M
Marek LOULA,Marek,LOULA,vrchní ředitel,M,?,1,1,M5,llm,M
Levice NATO,Levice,NATO,považujeme za úplně přežité a,F?,?,1,1,?,llm,F
Leonore GEWESSLER,Leonore,GEWESSLER,rakouská ministryně pro klima a,F?,M6,1,1,M6,rule,F
Leonore GEWESSLEROVÁ,Leonore,GEWESSLEROVÁ,rakouská ministryně pro klima a,F,M6,1,1,M6,rule,F
Leoš HEGER,Leoš,HEGER,místopředseda strany bývalý ministr zdravotnictví,M,M6,1,1,M6,rule,M
Leoš KUBELKA,Leoš,KUBELKA,sportovní rybář,M,?,1,1,M2,llm,M
Lesy ČR,Lesy,ČR,ale pro všechny vlastníky v,M,?,1,1,?,llm,M
Leo LUZAR,Leo,LUZAR,člen hospodářského výboru,M,M6,1,1,M6,rule,M
Leona JINDROVÁ,Leona,JINDROVÁ,redaktorka,F,M1,1,1,M1,rule,F
Li KCHE ČCHIANG,Li,KCHE ČCHIANG,čínský premiér,M,M6,1,1,M6,rule,M
Liam GOLDING,Liam,GOLDING,obyvatelka solární vesnice,M,M2,1,1,M2,rule,M
Lesy ČR,Lesy,ČR,obchodovaly se,M,?,1,1,?,llm,M
Lesy ČR,Lesy,ČR,vybírají těžební společnosti na kalamitní,M,?,1,1,?,llm,M
Lesy ČR,Lesy,ČR,vydaly,M,?,1,1,?,llm,M
Leszek WI NIEWSKI,Leszek,WI NIEWSKI,majitel rybářské firmy,M,M5,1,1,M5,rule,M
Lesů ČR,Lesů,ČR,které tak jak v té,M,?,1,1,?,llm,M
Levent KURNAZ,Levent,KURNAZ,klimatolog,M,M3,1,1,M3,rule,M
Mariana NOVOTNÁ,Mariana,NOVOTNÁ,moderátor,F,M1,1,1,M1,rule,F
Mariana NOVOTNÁ,Mariana,NOVOTNÁ,redaktorka,F,M1,1,1,M1,rule,F
Mariana TELEKEŠOVÁ,Mariana,TELEKEŠOVÁ,organizátorka protestu,F,?,1,1,M2,llm,F
Marie FIŽOVÁ,Marie,FIŽOVÁ,kronikářka,F,?,1,1,M2,llm,F
Marie HAGAOVÁ,Marie,HAGAOVÁ,ředitelka organizace,F,M5,1,1,M5,rule,F
Marian JUREČKA,Marian,JUREČKA,poslanec člen sněmovního zemědělského výboru,M,M6,1,1,M6,rule,M
Marian JUREČKA,Marian,JUREČKA,předseda strany místopředseda sněmovního hospodářství,M,M6,1,1,M6,rule,M
Li HUEI LAN,Li,HUEI LAN,sběračka čaje,M,?,1,1,M2,llm,M
Lin SHIOU RUEI,Lin,SHIOU RUEI,vládní výzkumnice,M,M3,1,1,M3,rule,M
Marika VOLFOVÁ,Marika,VOLFOVÁ,aktivistka,F,M5,1,1,M5,rule,F
Mario DRAGHI,Mario,DRAGHI,italský premiér,M,M6,1,1,M6,rule,M
Mario DRAGHI,Mario,DRAGHI,italský premiér hostitel summitu,M,M6,1,1,M6,rule,M
Marion MECEDOVÁ,Marion,MECEDOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Marie HEŘMÁNKOVÁ,Marie,HEŘMÁNKOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Marie KUBÍKOVÁ,Marie,KUBÍKOVÁ,radní pro školství,F,M6,1,1,M6,rule,F
Marie ČÁPOVÁ,Marie,ČÁPOVÁ,ředitelka,F,M5,1,1,M5,rule,F
Lenka CHALUPOVÁ,Lenka,CHALUPOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Lenka FIERLOVÁ,Lenka,FIERLOVÁ,sestra oběti,F,?,1,1,M2,llm,F
Laura WALTERSOVÁ,Laura,WALTERSOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Laurent FABIUS,Laurent,FABIUS,předseda klimatické konference,M,M6,1,1,M6,rule,M
Laurent JACQUES,Laurent,JACQUES,starosta,M,M6,1,1,M6,rule,M
Laďka SKOPOVÁ,Laďka,SKOPOVÁ,divačka,F,M2,1,1,M2,rule,F
Le MAIRE,Le,MAIRE,francouzský ministr financí,F?,M6,1,1,M6,rule,F
Laetitia BROCKOVÁ,Laetitia,BROCKOVÁ,komentátorka,F,M1,1,1,M1,rule,F
Mark EAKIN,Mark,EAKIN,oceánograf,M,M3,1,1,M3,rule,M
Mark PAWSEY,Mark,PAWSEY,poslanec,M,M6,1,1,M6,rule,M
Lenka KOVAČOVSKÁ,Lenka,KOVAČOVSKÁ,náměstkyně pro energetiku,F,M5,1,1,M5,rule,F
Lenka ONDRÁČKOVÁ,Lenka,ONDRÁČKOVÁ,vedoucí dílny,F,M5,1,1,M5,rule,F
Lenka WEGRZINOVÁ,Lenka,WEGRZINOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Lechaki PARSAALACHOVÁ,Lechaki,PARSAALACHOVÁ,zemědělkyně,F,M2,1,1,M2,rule,F
Leena SRIVASTVA,Leena,SRIVASTVA,klimatoložka,F?,M3,1,1,M3,rule,F
Lenka AUGUSTOVÁ,Lenka,AUGUSTOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Markéta DOBIÁŠOVÁ,Markéta,DOBIÁŠOVÁ,moderátorka,F,M1,1,1,M1,rule,F
Markéta KNOFLÍKOVÁ,Markéta,KNOFLÍKOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Markéta KOLOFÍKOVÁ,Markéta,KOLOFÍKOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Mark RUGGIERO,Mark,RUGGIERO,mluvčí parků,M,M1,1,1,M1,rule,M
Mark WRIGHT,Mark,WRIGHT,vědecký ředitel,M,M3,1,1,M3,rule,M
Mariupolu AZOS,Mariupolu,AZOS,město dál brání,M,?,1,1,?,llm,M
Marián JUREČKA,Marián,JUREČKA,ministr zemědělství,M,M6,1,1,M6,rule,M
