article_id,year,firstname,surname,name,role_raw,gender,type
2013E061A031,2013,Roman,GAZDÍK,Roman GAZDÍK,redaktor,M,M1
2013E061A031,2013,Roman,GAZDÍK,Roman GAZDÍK,redaktor,M,M1
2013E061A031,2013,Michal,ŠEBELA,Michal ŠEBELA,redaktor,M,M1
2013E061A031,2013,Roman,GAZDÍK,Roman GAZDÍK,redaktor,M,M1
2013E061A031,2013,Roman,GAZDÍK,Roman GAZDÍK,redaktor,M,M1
2013E061A031,2013,Jakub,ŽELEZNÝ,Jakub ŽELEZNÝ,moderátor,M,M1
2013E061A031,2013,Bedřich,MOLDAN,Bedřich MOLDAN,profesor,M,M3
2013E061A031,2013,Jakub,ŽELEZNÝ,Jakub ŽELEZNÝ,moderátor,M,M1
2013E061A031,2013,Bedřich,MOLDAN,Bedřich MOLDAN,profesor,M,M3
2013E061A031,2013,Jakub,ŽELEZNÝ,Jakub ŽELEZNÝ,moderátor,M,M1
2013E082T023,2013,Helena,DOHNALOVÁ,Helena DOHNALOVÁ,moderátorka,F,M1
2013E082T023,2013,Radovan,DANĚK,Radovan DANĚK,redaktor,M,M1
2013E082T023,2013,Milan,VÁŇA,Milan VÁŇA,vedoucí observatoře,M,M5
2013E082T023,2013,Radovan,DANĚK,Radovan DANĚK,redaktor,M,M1
2013E082T023,2013,Milan,VÁŇA,Milan VÁŇA,vedoucí observatoře,M,M5
2013E082T023,2013,Radovan,DANĚK,Radovan DANĚK,redaktor,M,M1
2013E082T023,2013,Jaroslav,PEKÁREK,Jaroslav PEKÁREK,observatoř,M,?
2013E082T023,2013,Milan,VÁŇA,Milan VÁŇA,vedoucí observatoře,M,M5
2013E082T023,2013,Radovan,DANĚK,Radovan DANĚK,redaktor,M,M1
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Václav,KLAUS,Václav KLAUS,prezident,M,M6
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jitka,SZÁSZOVÁ,Jitka SZÁSZOVÁ,redaktorka,F,M1
2013E066T087,2013,Olga,CIESLAROVÁ,Olga CIESLAROVÁ,organizátorka akce iniciativa,F,?
2013E066T087,2013,Jitka,SZÁSZOVÁ,Jitka SZÁSZOVÁ,redaktorka,F,M1
2013E066T087,2013,Jiří,HROMADA,Jiří HROMADA,aktivista za práva gayů,M,M5
2013E066T087,2013,Jitka,SZÁSZOVÁ,Jitka SZÁSZOVÁ,redaktorka,F,M1
2013E066T087,2013,Olga,CIESLAROVÁ,Olga CIESLAROVÁ,organizátorka akce iniciativa,F,?
2013E066T087,2013,Jitka,SZÁSZOVÁ,Jitka SZÁSZOVÁ,redaktorka,F,M1
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E066T087,2013,Milan,KNÍŽÁK,Milan KNÍŽÁK,výtvarník bývalý ředitel,M,?
2013E066T087,2013,Jiří,PEHE,Jiří PEHE,politolog,M,M3
2013E066T087,2013,Martin,VESELOVSKÝ,Martin VESELOVSKÝ,moderátor,M,M1
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Václav,KLAUS,Václav KLAUS,prezident,M,M6
2013E064T083,2013,Václav,KLAUS,Václav KLAUS,prezident,M,M6
2013E064T083,2013,Václav,KLAUS,Václav KLAUS,prezident,M,M6
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Petr,HÁJEK,Petr HÁJEK,zástupce vedoucího,M,M5
2013E064T083,2013,Václav,KLAUS,Václav KLAUS,prezident,M,M6
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E064T083,2013,Ivo,MATHÉ,Ivo MATHÉ,bývalý vedoucí,M,M5
2013E064T083,2013,Daniel,TAKÁČ,Daniel TAKÁČ,moderátor,M,M1
2013E120T096,2013,Bohumil,KLEPETKO,Bohumil KLEPETKO,moderátor,M,M1
2013E120T096,2013,Martin,ŘEZNÍČEK,Martin ŘEZNÍČEK,redaktor,M,M1
2013E120T096,2013,Martina,NAVRÁTILOVÁ,Martina NAVRÁTILOVÁ,tenistka,F,?
2013E120T096,2013,Rick,WELTS,Rick WELTS,prezident týmu,M,M6
2013E120T096,2013,Martin,ŘEZNÍČEK,Martin ŘEZNÍČEK,redaktor,M,M1
2013E120T096,2013,Barack,OBAMA,Barack OBAMA,prezident,M,M6
2013E120T096,2013,Martin,ŘEZNÍČEK,Martin ŘEZNÍČEK,redaktor,M,M1
2013E120T096,2013,Bitney,CRONE,Bitney CRONE,dokument,M,?
2013E120T096,2013,Martin,ŘEZNÍČEK,Martin ŘEZNÍČEK,redaktor,M,M1
2013E120T096,2013,Bohumil,KLEPETKO,Bohumil KLEPETKO,moderátor,M,M1
2013E120T096,2013,Zdeněk,SLOBODA,Zdeněk SLOBODA,sociolog,M,M3
2013E120T096,2013,Bohumil,KLEPETKO,Bohumil KLEPETKO,moderátor,M,M1
2013E120T096,2013,Zdeněk,SLOBODA,Zdeněk SLOBODA,sociolog,M,M3
2013E120T096,2013,Bohumil,KLEPETKO,Bohumil KLEPETKO,moderátor,M,M1
2013E120T096,2013,Zdeněk,SLOBODA,Zdeněk SLOBODA,sociolog,M,M3
2013E120T096,2013,Bohumil,KLEPETKO,Bohumil KLEPETKO,moderátor,M,M1
2013E120T096,2013,Zdeněk,SLOBODA,Zdeněk SLOBODA,sociolog,M,M3
2013E120T096,2013,Bohumil,KLEPETKO,Bohumil KLEPETKO,moderátor,M,M1
2013E120T096,2013,Zdeněk,SLOBODA,Zdeněk SLOBODA,sociolog,M,M3
2013E120T096,2013,Bohumil,KLEPETKO,Bohumil KLEPETKO,moderátor,M,M1
2013E120T096,2013,Zdeněk,SLOBODA,Zdeněk SLOBODA,sociolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Christiana,FIGUERESOVÁ,Christiana FIGUERESOVÁ,výkonná tajemnice,F,M6
2013E102T082,2013,Harald,WEBER,Harald WEBER,energetický expert,M,M5
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
2013E102T082,2013,Jan,PRETEL,Jan PRETEL,klimatolog,M,M3
2013E102T082,2013,Lukáš,DOLANSKÝ,Lukáš DOLANSKÝ,moderátor,M,M1
