article_id,year,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,dominant_topic
2012E026A074,2012,0.0,0.0,0.012796815281817163,0.1171835486131237,0.022310578326986817,0.0,0.0,0.0,0.0,0.0,3
2012E022A048,2012,0.02013498510841502,0.003049831376070337,0.009832285429121651,0.01211577405695272,0.008883854728749366,0.00477894473822597,0.009412709478189073,0.0440314521623404,0.0,0.006686427576704276,7
2012E014A004,2012,0.0,0.0006795745458414372,0.0,0.1006315813087164,0.0,0.00038572911686925393,0.011708187420662819,0.017790125034788606,0.0,0.01568334091450608,3
2012E011A076,2012,0.008994641790443169,0.0061325469587569835,0.029654861756282364,0.053317700401935654,0.002106767169002212,0.012905808837654782,0.0,0.002052292674842136,0.002440716426916707,1.785058853894037e-05,3
2012E027T121,2012,0.012747326032854995,0.003371839639468297,0.003495466586562851,0.044300730773401804,0.019311067887548543,0.0009685622463133544,0.0008575197794418693,0.003837877914207436,0.0011290016042932625,0.0,3
2012E021T030,2012,0.002209488483127961,0.02099576390463515,0.0026947275824680257,0.06216798366000847,0.022912857254724733,0.0,0.004541793490854298,0.0004600445773771278,0.0,0.0,3
2012E017T099,2012,0.028210756470276273,0.003936365692742661,0.0,0.03846400028404021,0.0011123358033442517,0.06499679877480179,0.015843310957815177,0.012104818015362184,0.0,0.010283484835973095,5
2012E042A004,2012,0.002600698025880664,0.004794402668900958,0.015611283444713568,0.03410116562441077,0.0,0.0013814011550803851,0.012451837151266184,0.009923460234059104,0.0,0.0069577153845106,3
2012E039A068,2012,0.0,0.0,0.0,0.10807146697652262,0.0,0.0,0.0,0.0,0.0,0.0,3
2012E038A080,2012,0.0009847279237022422,0.0,0.031126290279924,0.06155614468782261,0.0,0.00946044965441852,0.0,0.005428076006575337,0.0,0.0,3
2012E059T088,2012,0.03766902502426608,0.0037049218480360254,0.0,0.02653325088241358,0.020068992034955525,0.011032048910466248,0.006871768722094808,0.0187299303723042,0.0001602578424732884,0.008031459592537135,0
2012E047T084,2012,0.03651074825463542,0.0005422342776871941,0.02834784103664676,0.01810908229774391,0.1074377827040491,0.0,0.0,0.0,0.0,0.002785325672671963,4
2012E044T127,2012,0.01063810867048992,0.007376211049114749,0.0,0.03456703978803101,0.030395511931597917,0.01886591466880427,0.018343573325749565,0.019561865794218574,0.0,0.028413715683150983,3
2012E089A015,2012,0.0,0.0,0.04337998855101334,0.08123143921050434,0.0,0.0,0.0,0.0,0.0,0.0,3
2012E088T039,2012,0.010613745794405188,0.003337217176789099,0.0,0.05642406149795801,0.0,0.00796367795598581,0.0,0.014349153834915095,0.0003303550278795798,0.01740003110923176,3
2012E082T085,2012,0.0,0.0006546435558609724,0.0,0.052515341468192485,0.016767846235724845,0.0005784348361012435,0.013165187212455012,0.015462915131517934,0.0,0.012990218726893805,3
2012E072T015,2012,0.015785259275766964,0.0,0.03831478469995704,0.0,0.06863451989634878,0.0,0.05964985366880962,0.0,0.0,0.0,4
2012E067T087,2012,0.07393180995290105,0.001081272002454451,0.0,0.011829828560988609,0.02796296435851048,0.048240912376174075,0.013238055405608599,0.0183463134374398,0.0,0.008747817771637509,0
2012E092A007,2012,0.005504217924468786,0.0009827048274195758,0.015765699737811233,0.05178837069203643,0.03695205985892883,0.0035283379687824044,0.0,0.0,0.0003371659224289466,0.0,3
2012E150T035,2012,0.0,0.0014477176104860934,0.013963518652354736,0.0016657905387241075,0.01655764156585452,0.0,0.0281642457199968,0.0,0.004362934074998241,0.0,6
2012E150T051,2012,0.0,0.0014477176104860934,0.013963518652354736,0.0016657905387241075,0.01655764156585452,0.0,0.0281642457199968,0.0,0.004362934074998241,0.0,6
2012E149T048,2012,0.009822167547936056,0.005604414183082596,0.008203701624215728,0.01806227898447301,0.01219044731912955,0.0020367010531658733,0.04426517666310767,0.0011036562624285478,0.00455831938597129,0.0011143747134841273,6
2012E149T058,2012,0.0,0.0025241299322147546,0.014024516103068175,0.004253190888937356,0.0174289731538562,0.00037916212346638474,0.030923430814166326,0.00038946134689699904,0.00561365520341657,3.1952422179272154e-05,6
2012E146T095,2012,0.0038353548630225553,0.009921607257101084,0.008368264216724763,0.054056951800106647,0.0011488512635596717,0.029045393406707774,0.013091034296795248,0.112826599595915,0.0015680038597009893,0.014435640999396983,7
2012E145T061,2012,0.005492044364050653,0.0018920844435276047,0.058695215580768165,0.0,0.0,0.0024817453380108494,0.030644008571220186,0.033125920055772716,0.0029013648618929763,0.0,2
