article_id,year,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,dominant_topic
2012E026A074,2012,0.0,0.0,0.011771551088280633,0.0,0.014977884690619172,0.0002775866210888169,0.0012517816127620932,0.0,0.015024492153771473,0.07383200894222619,0.04050045906871646,0.01661361355238516,0.0,0.050717070122668795,0.0008279005296137349,0.0,0.0,0.0,0.04184435772910133,0.0,9
2012E022A048,2012,0.015561243843453882,0.0008107703891132862,0.0,0.07525253824515889,0.0007516335937256375,0.004761852023715812,0.0,0.006907415585659906,0.0,0.02222723145677688,0.0,0.0,0.0033369218062816093,0.0,0.006822271282948488,0.006012406865422914,0.00992821380511633,0.0,0.0003180558291492137,0.019019389220693347,3
2012E014A004,2012,0.017774377189392745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01157537125571256,0.06496684225828167,0.0,0.0,0.013584249383951577,0.06751699682052406,0.0,0.0,0.0,0.0,0.034386600197096016,0.0,13
2012E011A076,2012,0.013795494256591564,0.004083152367290827,0.0,0.0,0.0,0.018701757548450628,0.00031827792422294937,0.0004038652330195818,0.0,0.0,0.0012252071415471432,0.020940855144978333,0.0,0.033910694165947934,0.028861766635246235,0.008239623434435333,0.012213605818626684,0.0,0.0015242069255474477,0.014401490122285435,13
2012E027T121,2012,0.008356485819606947,0.0009022770785030305,0.0,0.0,0.004707202700256582,0.0,0.0,0.0,0.005645432047194263,0.0002743740562171253,0.031894285552856,0.02713753854444794,0.0,0.005994943419227341,0.0,0.0,0.0,0.0,0.004331785210876414,0.06434050377739721,19
2012E021T030,2012,0.001314221376115969,0.0251567367840266,0.0,0.0008840333123946061,0.0026218781858712357,0.0,0.016322079349031474,0.0012758451803658246,0.0,0.0,0.1141380457390702,0.0,0.014764573128268683,0.0,0.0,0.002830754961097317,0.0076229185649942625,0.0,0.0,0.004081106568209839,10
2012E017T099,2012,0.03370590560256031,0.0,0.0,0.0,0.0,0.0,0.0,0.03560207140452337,0.001151407183792871,0.019713825629361525,0.019122627254425772,0.0029246024239516803,0.029433806780777026,0.0027074069764715927,0.0,0.0,0.0,0.0,0.0,0.0,7
2012E042A004,2012,0.00954760348953069,0.0015646687527149437,0.005153335828939025,0.0037393969921411118,0.0,0.0021401800054925355,0.0,0.0,0.008159425228212874,0.03570149126952198,0.0,0.0061085887601295685,0.0,0.005757626056046446,0.008305734298264917,0.006448951992382171,0.008075183363968955,0.001160202626939832,0.011517192886725777,0.004942862302540722,9
2012E039A068,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01545316807212292,0.0,0.0,0.19116240160539358,0.0,0.0,0.0,0.0,0.0,0.0,13
2012E038A080,2012,0.004947685902536922,0.0018469894631690136,0.009553780781526747,0.044215218146035,0.0,0.013702834722955732,0.0,0.0,0.0,0.0,0.00791817185451802,0.0,0.00024378109641029253,0.017419067843012063,0.019368628439728384,0.02206386696729907,0.017054184497206415,0.0,0.0,0.011208683858034427,3
2012E059T088,2012,0.03420353898023591,0.0,0.0,0.0,0.0011056793184228602,0.0,0.0,0.036503438493977004,0.00160754784620046,0.0,0.0034681284218273157,0.027199112712076638,0.0228277699828777,0.0,0.0,0.0,0.0,0.00182182479818211,0.0,0.0016769061745899362,7
2012E047T084,2012,0.01381905451206994,5.7256575902961416e-05,0.0013469560303244236,0.0,0.0895917140939103,0.0,0.03179628085201531,0.038466858515562266,0.007409132180527084,0.0,0.0,0.03498012811535381,0.006040915440149655,0.0,0.0,0.003289315819194585,0.005682972903950967,0.0,0.0,0.017515253767514474,4
2012E044T127,2012,0.054923612117022964,0.0,6.601137806365527e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015710132966344076,0.0002647475707057511,0.0,1.999724026454796e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2012E089A015,2012,0.0,0.0,0.0028163694789983974,0.012733005316072736,0.0,0.0,0.02061676702694116,0.0027759276391318,0.023621860622967984,0.050287359402370474,0.0023793870857566086,0.050812755245666266,0.0,0.03855712892289086,0.008942266505598968,0.009649718568053908,0.006013770785593578,0.003441359357004186,0.0014681572663225258,0.0,11
2012E088T039,2012,0.02489808911547114,0.001358334967945919,0.0,0.0,0.0,0.0045608353089596435,0.0,0.005203819623324698,0.0066643359497433,0.0,0.0017760304147368894,0.0031236166420942515,0.006209048247545457,0.03385038259825872,0.003985061536474597,0.0001660431373836442,0.0,0.002136307767258428,0.0,0.008356268896135678,13
2012E082T085,2012,0.01447488508050384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09333030281027717,0.0,0.023355732203303163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2012E072T015,2012,0.0023401189531934564,2.773834845951401e-05,0.0001068148367219638,0.0,0.062424035653393134,0.0,0.020339025570462146,0.02829162862586778,0.0,0.0,0.005441279527057578,0.04843789216925276,0.00015489321386261904,0.0,0.0,0.010463851297094153,0.007675419175129928,0.0,0.0,0.004490878469019419,4
2012E067T087,2012,0.053640787321687367,0.0,0.0,0.002458866073593658,0.02386724690146487,0.0,0.0,0.002827795635064283,0.00024891008390740774,0.0,0.002128560665475111,0.029619341963227904,0.018186551006514222,0.0,0.0,0.0,0.0,0.0011394537360840107,0.0,0.0,0
2012E092A007,2012,0.009022549804858443,0.0012399314131164012,0.0029812668010974265,0.0,0.034575473597296943,0.0,0.02334473303929183,0.0,0.001141733263283363,0.004039874301910639,0.0013416688427850283,0.00852787464179549,0.0,0.023122209146175215,0.01906708149764753,0.007831148780174072,0.0037127014035882706,0.0014329942683035655,0.04100588285366786,0.008510056905964836,18
2012E150T035,2012,0.0,0.0020578058163289313,0.0038176205568102597,0.0,0.005727841208208555,0.0,0.004562406140755557,0.0,0.0,0.0037411133583973065,0.0,0.02208209209107869,0.0,0.0,0.0007429449230394169,0.0,0.0,0.0007539109688153888,0.06203648089240639,0.012450365771115572,18
2012E150T051,2012,0.0,0.0020578058163289313,0.0038176205568102597,0.0,0.005727841208208555,0.0,0.004562406140755557,0.0,0.0,0.0037411133583973065,0.0,0.02208209209107869,0.0,0.0,0.0007429449230394169,0.0,0.0,0.0007539109688153888,0.06203648089240639,0.012450365771115572,18
2012E149T048,2012,0.00972758015977078,0.004576712048109733,0.0003908608984843559,0.0,0.0053838862138403994,0.0,0.0034042110866977083,0.006972289033488364,0.0,0.00495277547646239,0.0025149738363933645,0.023072923114259486,0.01441923372318565,0.0011238525086406115,0.016546380035003527,0.0,0.0,0.001058315188838757,0.03070213761471175,0.01906080933571203,18
2012E149T058,2012,0.0,0.0030447120333937892,0.00092139261273463,0.0,0.007089957358297217,0.0,0.00734859605923404,0.0,0.0,0.004524306702972476,0.0,0.025032847412508365,0.015967406583320534,0.0,0.0069900080340271386,0.0,0.0,0.0025775005157132195,0.03963795176218685,0.008736302946677054,18
2012E146T095,2012,0.07604953895468435,0.000576730267779026,0.0,0.0,0.0004698971006210083,0.0,0.035593906145834305,0.0,0.0,0.0,0.018437337208738854,0.0,0.0011484150798529822,0.0066353220554104,0.012845989738888326,0.0024298645656805327,0.0,0.008682516023973092,0.004894086407445007,0.0,0
2012E145T061,2012,0.016713458070018384,0.0,0.025427677408583697,0.0,0.0008782413566394545,0.014595583148831758,0.0,0.0027578708299894118,0.0,0.0,0.0,0.012363511988988427,0.0045837794105105314,0.0,0.0,0.021744200364767107,0.03615855697015473,0.015365484394123672,0.0,0.0,16
2012E129T007,2012,0.049642656462929084,0.0,0.0,0.0,0.0025293879713275008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225286551891841,0.011800445572522087,0.0,0.0,0.0,0.0,0.0274382617364701,0
2012E125T071,2012,0.049556180368693824,0.0,0.0,0.0,0.002519985392289499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02254451940309063,0.011811654476802593,0.0,0.0,0.0,0.0,0.02745425846689951,0
2012E160A013,2012,0.0,0.0,0.0,0.0,0.0,0.01237577425599326,0.0,0.0,0.0,0.08265881825683541,0.0,0.04111499244761276,0.0,0.0,0.0,0.015303393552156078,0.009960796467838267,0.0,0.0,0.0,9
2012E175A015,2012,0.03626651567055221,0.0,0.0,0.0,0.007501954507380723,3.52862376962434e-05,0.0,0.0,0.01411988538975074,0.0,0.0038928041656152777,0.008211266737936818,0.0,0.008849656261589392,0.004064508969075659,0.0014252458636556237,0.0,0.0,0.0,0.00904859036437618,0
2012E170T101,2012,0.05774481299744815,0.0,0.0016865480916331598,0.04942303250840985,0.0,0.002492420462560834,0.002125840635933023,0.04490378349821964,0.0,0.002269405514907127,0.0,0.0,0.0,0.0,0.01813478561405882,0.0,0.0036967324695394176,0.0,0.0,0.0583955528845591,19
2012E160T057,2012,0.0,0.0,0.0,0.0,0.0,0.011844973554352526,0.0,0.0,0.0,0.08207515535509476,0.0,0.04024135223518639,0.0,0.0,0.0009542721626071408,0.014768170827976225,0.009661814197958711,0.0,0.0,0.0,9
2012E193A088,2012,0.010485011187797495,0.0,0.0014512469181512458,0.0,0.0,0.0,0.0,0.0,0.0004233818598155253,0.0,0.019055981490323087,0.009920694372483585,0.005948678549379471,0.03537441465850601,0.03133327068729844,0.0,0.0036500862808191486,0.0033391262767423057,0.0,0.007050614662185427,13
2012E244A007,2012,0.002826634045999576,0.00010711649202718108,0.0,0.02241135380629003,0.0,0.03892474267779003,0.0,0.00022766874207772733,0.0,0.0,0.0022035114511288994,0.017943606156916002,0.0,0.004159016864830083,0.007836252718591353,0.024040798687956434,0.08471316027713338,0.0,0.0,0.001605283614337736,16
2012E244T083,2012,0.003375112070472289,0.0004030200612510703,0.0,0.023034688799874567,0.0,0.038361003229648326,0.0,0.0,0.0,2.29362744085788e-05,0.0003120455921004207,0.016514968749255253,0.0,0.0055003950203385355,0.007742976806915147,0.024640753036330554,0.08878340587832605,0.0,0.0,0.0022757149474215343,16
2012E244T055,2012,0.0,0.0,0.0,0.02158683002387596,0.0,0.037691380956877775,0.0,0.0,0.0,0.0,0.0,0.009292547230026153,0.0,0.009791622064898453,0.00625844418662226,0.05446292821802054,0.05881217802305283,0.0,0.0015115987265064267,0.0006643645882921006,16
2012E244T069,2012,0.0,0.0,0.0,0.023234918354177955,0.0,0.03510324303313941,0.0,0.0,0.0,0.0,0.0,0.011465854222352405,0.0,0.00794129835987533,0.007712847409379454,0.056659440927387686,0.05731718276036774,0.0,0.0021790226472192535,0.0010076926001451282,16
2012E234T098,2012,0.045780031600680796,0.0,0.0,0.0,0.0,0.0,0.0,0.005760072498896912,0.0016343232658924043,0.01995893684410785,0.060973767275496034,0.00031543278462704724,0.015234808356753627,0.0,0.0,0.0,0.0,0.009984844409841685,0.0,0.0,10
2012E227T089,2012,0.06180291324914328,0.0,0.0006044074189702415,0.0,0.0,0.0,0.0,0.0,0.0024339400158705643,0.021151759349345864,0.02631753078783814,0.004166463567732389,0.0,0.009678077777202431,0.0,0.0018957127925575779,0.0,0.0,0.0,0.0,0
2012E265A054,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11107408265648586,0.0,0.0,0.0828261846803835,0.029346821132238965,0.04271151390460098,0.0,0.0,0.0,0.0,0.0,0.007990320883841249,8
2012E265A080,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08769721880436225,0.0,0.0,0.042604619170867386,0.01885211228381547,0.05768342502910386,0.0,0.0,0.0,0.0,0.0,0.05645735818887078,8
2012E253A030,2012,0.008660651640655645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03021789718802874,0.030281892392529205,0.041125799347688896,0.0,0.007017101274468103,0.0536583628564961,0.0,9.000467357077263e-05,0.0,0.0,0.0,0.0,13
2012E270T108,2012,0.039453921761930986,0.0006082317181810828,0.0,0.004152652815337156,0.0427574774627522,0.0,0.0008506808013007149,0.0016890310382523853,0.0,0.0,0.012938497259399512,0.02381963476564295,0.0040579350422183455,0.0,0.0,0.0,0.0,0.0063356180545284906,0.0,0.0,4
2012E265T109,2012,0.024632305314981905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486497943365795,0.011102172469615066,0.0041217544302580246,0.003769015429082126,0.0728952609724322,0.0,0.003253064731713304,0.0,0.0033226216482991327,0.04764280926660087,0.0,13
